set_number,sentID_in_set,theme,numerosity,tense,sentence,word_count,structure,sentID_in_dataset
26,24,housing,plural,present,Skilled painters who the managers who the owners call promote gradually decorate the new houses.,15,nested_object_d,624
27,1,housing,singular,past,The handyman painted the old door.,6,baseline_a,625
27,2,housing,singular,past,The handyman quickly painted the old door.,7,baseline_b,626
27,3,housing,singular,past,The skilled handyman painted the old door.,7,baseline_c,627
27,4,housing,singular,past,The skilled handyman quickly painted the old door.,8,baseline_d,628
27,5,housing,singular,past,The handyman in the house painted the old door.,9,control_a,629
27,6,housing,singular,past,The handyman in the house quickly painted the old door.,10,control_b,630
27,7,housing,singular,past,The skilled handyman in the house painted the old door.,10,control_c,631
27,8,housing,singular,past,The skilled handyman in the house quickly painted the old door.,11,control_d,632
27,9,housing,singular,past,The handyman who learned fast painted the old door.,9,standard_subject_a,633
27,10,housing,singular,past,The handyman who learned fast quickly painted the old door.,10,standard_subject_b,634
27,11,housing,singular,past,The skilled handyman who learned fast painted the old door.,10,standard_subject_c,635
27,12,housing,singular,past,The skilled handyman who learned fast quickly painted the old door.,11,standard_subject_d,636
27,13,housing,singular,past,The handyman who the client paid painted the old door.,10,standard_object_a,637
27,14,housing,singular,past,The handyman who the client paid quickly painted the old door.,11,standard_object_b,638
27,15,housing,singular,past,The skilled handyman who the client paid painted the old door.,11,standard_object_c,639
27,16,housing,singular,past,The skilled handyman who the client paid quickly painted the old door.,12,standard_object_d,640
27,17,housing,singular,past,The handyman who read the manual that was written in French painted the old door.,15,nested_subject_a,641
27,18,housing,singular,past,The handyman who read the manual that was written in French quickly painted the old door.,16,nested_subject_b,642
27,19,housing,singular,past,The skilled handyman who read the manual that was written in French painted the old door.,16,nested_subject_c,643
27,20,housing,singular,past,The skilled handyman who read the manual that was written in French quickly painted the old door.,17,nested_subject_d,644
27,21,housing,singular,past,The handyman who the homeowner who the broker recommended trusted painted the old door.,14,nested_object_a,645
27,22,housing,singular,past,The handyman who the homeowner who the broker recommended trusted quickly painted the old door.,15,nested_object_b,646
27,23,housing,singular,past,The skilled handyman who the homeowner who the broker recommended trusted painted the old door.,15,nested_object_c,647
27,24,housing,singular,past,The skilled handyman who the homeowner who the broker recommended trusted quickly painted the old door.,16,nested_object_d,648
28,1,housing,singular,present,The neighbor fixes the chair.,5,baseline_a,649
28,2,housing,singular,present,The neighbor carefully fixes the chair.,6,baseline_b,650
28,3,housing,singular,present,The experienced neighbor fixes the chair.,6,baseline_c,651
28,4,housing,singular,present,The experienced neighbor carefully fixes the chair.,7,baseline_d,652
28,5,housing,singular,present,The neighbor in the house fixes the chair.,8,control_a,653
28,6,housing,singular,present,The neighbor in the house carefully fixes the chair.,9,control_b,654
28,7,housing,singular,present,The experienced neighbor in the house fixes the chair.,9,control_c,655
28,8,housing,singular,present,The experienced neighbor in the house carefully fixes the chair.,10,control_d,656
28,9,housing,singular,present,The neighbor who studied hard fixes the chair.,8,standard_subject_a,657
28,10,housing,singular,present,The neighbor who studied hard carefully fixes the chair.,9,standard_subject_b,658
28,11,housing,singular,present,The experienced neighbor who studied hard fixes the chair.,9,standard_subject_c,659
28,12,housing,singular,present,The experienced neighbor who studied hard carefully fixes the chair.,10,standard_subject_d,660
28,13,housing,singular,present,The neighbor who the owner hired fixes the chair.,9,standard_object_a,661
28,14,housing,singular,present,The neighbor who the owner hired carefully fixes the chair.,10,standard_object_b,662
28,15,housing,singular,present,The experienced neighbor who the owner hired fixes the chair.,10,standard_object_c,663
28,16,housing,singular,present,The experienced neighbor who the owner hired carefully fixes the chair.,11,standard_object_d,664
28,17,housing,singular,present,The neighbor who read the manual that was in the box fixes the chair.,14,nested_subject_a,665
28,18,housing,singular,present,The neighbor who read the manual that was in the box carefully fixes the chair.,15,nested_subject_b,666
28,19,housing,singular,present,The experienced neighbor who read the manual that was in the box fixes the chair.,15,nested_subject_c,667
28,20,housing,singular,present,The experienced neighbor who read the manual that was in the box carefully fixes the chair.,16,nested_subject_d,668
28,21,housing,singular,present,The neighbor who the contractor who the client recommended helped fixes the chair.,13,nested_object_a,669
28,22,housing,singular,present,The neighbor who the contractor who the client recommended helped carefully fixes the chair.,14,nested_object_b,670
28,23,housing,singular,present,The experienced neighbor who the contractor who the client recommended helped fixes the chair.,14,nested_object_c,671
28,24,housing,singular,present,The experienced neighbor who the contractor who the client recommended helped carefully fixes the chair.,15,nested_object_d,672
29,1,humanity,plural,past,Historians collected the documents.,4,baseline_a,673
29,2,humanity,plural,past,Historians carefully collected the documents.,5,baseline_b,674
29,3,humanity,plural,past,Experienced historians collected the documents.,5,baseline_c,675
29,4,humanity,plural,past,Experienced historians carefully collected the documents.,6,baseline_d,676
29,5,humanity,plural,past,Historians in the library collected the documents.,7,control_a,677
29,6,humanity,plural,past,Historians in the library carefully collected the documents.,8,control_b,678
29,7,humanity,plural,past,Experienced historians in the library collected the documents.,8,control_c,679
29,8,humanity,plural,past,Experienced historians in the library carefully collected the documents.,9,control_d,680
29,9,humanity,plural,past,Historians who worked late collected the documents.,7,standard_subject_a,681
29,10,humanity,plural,past,Historians who worked late carefully collected the documents.,8,standard_subject_b,682
29,11,humanity,plural,past,Experienced historians who worked late collected the documents.,8,standard_subject_c,683
29,12,humanity,plural,past,Experienced historians who worked late carefully collected the documents.,9,standard_subject_d,684
29,13,humanity,plural,past,Historians who the students admired collected the documents.,8,standard_object_a,685
29,14,humanity,plural,past,Historians who the students admired carefully collected the documents.,9,standard_object_b,686
29,15,humanity,plural,past,Experienced historians who the students admired collected the documents.,9,standard_object_c,687
29,16,humanity,plural,past,Experienced historians who the students admired carefully collected the documents.,10,standard_object_d,688
29,17,humanity,plural,past,Historians who analyzed the books that contained the data collected the documents.,12,nested_subject_a,689
29,18,humanity,plural,past,Historians who analyzed the books that contained the data carefully collected the documents.,13,nested_subject_b,690
29,19,humanity,plural,past,Experienced historians who analyzed the books that contained the data collected the documents.,13,nested_subject_c,691
29,20,humanity,plural,past,Experienced historians who analyzed the books that contained the data carefully collected the documents.,14,nested_subject_d,692
29,21,humanity,plural,past,Historians who the scholars who the foundations sponsored respected collected the documents.,12,nested_object_a,693
29,22,humanity,plural,past,Historians who the scholars who the foundations sponsored respected carefully collected the documents.,13,nested_object_b,694
29,23,humanity,plural,past,Experienced historians who the scholars who the foundations sponsored respected collected the documents.,13,nested_object_c,695
29,24,humanity,plural,past,Experienced historians who the scholars who the foundations sponsored respected carefully collected the documents.,14,nested_object_d,696
30,1,humanity,plural,present,The artists paint the sculptures.,5,baseline_a,697
30,2,humanity,plural,present,The artists carefully paint the sculptures.,6,baseline_b,698
30,3,humanity,plural,present,The talented artists paint the sculptures.,6,baseline_c,699
30,4,humanity,plural,present,The talented artists carefully paint the sculptures.,7,baseline_d,700
30,5,humanity,plural,present,The artists in the studios paint the sculptures.,8,control_a,701
30,6,humanity,plural,present,The artists in the studios carefully paint the sculptures.,9,control_b,702
30,7,humanity,plural,present,The talented artists in the studios paint the sculptures.,9,control_c,703
30,8,humanity,plural,present,The talented artists in the studios carefully paint the sculptures.,10,control_d,704
30,9,humanity,plural,present,The artists who attended the workshops paint the sculptures.,9,standard_subject_a,705
30,10,humanity,plural,present,The artists who attended the workshops carefully paint the sculptures.,10,standard_subject_b,706
30,11,humanity,plural,present,The talented artists who attended the workshops paint the sculptures.,10,standard_subject_c,707
30,12,humanity,plural,present,The talented artists who attended the workshops carefully paint the sculptures.,11,standard_subject_d,708
30,13,humanity,plural,present,The artists who the curators interviewed paint the sculptures.,9,standard_object_a,709
30,14,humanity,plural,present,The artists who the curators interviewed carefully paint the sculptures.,10,standard_object_b,710
30,15,humanity,plural,present,The talented artists who the curators interviewed paint the sculptures.,10,standard_object_c,711
30,16,humanity,plural,present,The talented artists who the curators interviewed carefully paint the sculptures.,11,standard_object_d,712
30,17,humanity,plural,present,The artists who saw the designs that were exhibited paint the sculptures.,12,nested_subject_a,713
30,18,humanity,plural,present,The artists who saw the designs that were exhibited carefully paint the sculptures.,13,nested_subject_b,714
30,19,humanity,plural,present,The talented artists who saw the designs that were exhibited paint the sculptures.,13,nested_subject_c,715
30,20,humanity,plural,present,The talented artists who saw the designs that were exhibited carefully paint the sculptures.,14,nested_subject_d,716
30,21,humanity,plural,present,The artists who the collectors who the galleries recommended admire paint the sculptures.,13,nested_object_a,717
30,22,humanity,plural,present,The artists who the collectors who the galleries recommended admire carefully paint the sculptures.,14,nested_object_b,718
30,23,humanity,plural,present,The talented artists who the collectors who the galleries recommended admire paint the sculptures.,14,nested_object_c,719
30,24,humanity,plural,present,The talented artists who the collectors who the galleries recommended admire carefully paint the sculptures.,15,nested_object_d,720
31,1,humanity,singular,past,The historian wrote a new book.,6,baseline_a,721
31,2,humanity,singular,past,The historian quickly wrote a new book.,7,baseline_b,722
31,3,humanity,singular,past,The experienced historian wrote a new book.,7,baseline_c,723
31,4,humanity,singular,past,The experienced historian quickly wrote a new book.,8,baseline_d,724
31,5,humanity,singular,past,The historian in the library wrote a new book.,9,control_a,725
31,6,humanity,singular,past,The historian in the library quickly wrote a new book.,10,control_b,726
31,7,humanity,singular,past,The experienced historian in the library wrote a new book.,10,control_c,727
31,8,humanity,singular,past,The experienced historian in the library quickly wrote a new book.,11,control_d,728
31,9,humanity,singular,past,The historian who studied ancient civilizations wrote a new book.,10,standard_subject_a,729
31,10,humanity,singular,past,The historian who studied ancient civilizations quickly wrote a new book.,11,standard_subject_b,730
31,11,humanity,singular,past,The experienced historian who studied ancient civilizations wrote a new book.,11,standard_subject_c,731
31,12,humanity,singular,past,The experienced historian who studied ancient civilizations quickly wrote a new book.,12,standard_subject_d,732
31,13,humanity,singular,past,The historian who the researcher interviewed wrote a new book.,10,standard_object_a,733
31,14,humanity,singular,past,The historian who the researcher interviewed quickly wrote a new book.,11,standard_object_b,734
31,15,humanity,singular,past,The experienced historian who the researcher interviewed wrote a new book.,11,standard_object_c,735
31,16,humanity,singular,past,The experienced historian who the researcher interviewed quickly wrote a new book.,12,standard_object_d,736
31,17,humanity,singular,past,The historian who read the scroll that the monk found wrote a new book.,14,nested_subject_a,737
31,18,humanity,singular,past,The historian who read the scroll that the monk found quickly wrote a new book.,15,nested_subject_b,738
31,19,humanity,singular,past,The experienced historian who read the scroll that the monk found wrote a new book.,15,nested_subject_c,739
31,20,humanity,singular,past,The experienced historian who read the scroll that the monk found quickly wrote a new book.,16,nested_subject_d,740
31,21,humanity,singular,past,The historian who the professor who the university appointed consulted wrote a new book.,14,nested_object_a,741
31,22,humanity,singular,past,The historian who the professor who the university appointed consulted quickly wrote a new book.,15,nested_object_b,742
31,23,humanity,singular,past,The experienced historian who the professor who the university appointed consulted wrote a new book.,15,nested_object_c,743
31,24,humanity,singular,past,The experienced historian who the professor who the university appointed consulted quickly wrote a new book.,16,nested_object_d,744
32,1,humanity,singular,present,The historian writes the article.,5,baseline_a,745
32,2,humanity,singular,present,The historian carefully writes the article.,6,baseline_b,746
32,3,humanity,singular,present,The experienced historian writes the article.,6,baseline_c,747
32,4,humanity,singular,present,The experienced historian carefully writes the article.,7,baseline_d,748
32,5,humanity,singular,present,The historian in the library writes the article.,8,control_a,749
32,6,humanity,singular,present,The historian in the library carefully writes the article.,9,control_b,750
32,7,humanity,singular,present,The experienced historian in the library writes the article.,9,control_c,751
32,8,humanity,singular,present,The experienced historian in the library carefully writes the article.,10,control_d,752
32,9,humanity,singular,present,The historian who studied archives writes the article.,8,standard_subject_a,753
32,10,humanity,singular,present,The historian who studied archives carefully writes the article.,9,standard_subject_b,754
32,11,humanity,singular,present,The experienced historian who studied archives writes the article.,9,standard_subject_c,755
32,12,humanity,singular,present,The experienced historian who studied archives carefully writes the article.,10,standard_subject_d,756
32,13,humanity,singular,present,The historian who the editor assigned writes the article.,9,standard_object_a,757
32,14,humanity,singular,present,The historian who the editor assigned carefully writes the article.,10,standard_object_b,758
32,15,humanity,singular,present,The experienced historian who the editor assigned writes the article.,10,standard_object_c,759
32,16,humanity,singular,present,The experienced historian who the editor assigned carefully writes the article.,11,standard_object_d,760
32,17,humanity,singular,present,The historian who read the manuscript that was in storage writes the article.,13,nested_subject_a,761
32,18,humanity,singular,present,The historian who read the manuscript that was in storage carefully writes the article.,14,nested_subject_b,762
32,19,humanity,singular,present,The experienced historian who read the manuscript that was in storage writes the article.,14,nested_subject_c,763
32,20,humanity,singular,present,The experienced historian who read the manuscript that was in storage carefully writes the article.,15,nested_subject_d,764
32,21,humanity,singular,present,The historian who the colleague who the university hired recommends writes the article.,13,nested_object_a,765
32,22,humanity,singular,present,The historian who the colleague who the university hired recommends carefully writes the article.,14,nested_object_b,766
32,23,humanity,singular,present,The experienced historian who the colleague who the university hired recommends writes the article.,14,nested_object_c,767
32,24,humanity,singular,present,The experienced historian who the colleague who the university hired recommends carefully writes the article.,15,nested_object_d,768
33,1,nature,plural,present,The animals eat the tasty plants.,6,baseline_a,769
33,2,nature,plural,present,The animals quickly eat the tasty plants.,7,baseline_b,770
33,3,nature,plural,present,The big animals eat the tasty plants.,7,baseline_c,771
33,4,nature,plural,present,The big animals quickly eat the tasty plants.,8,baseline_d,772
33,5,nature,plural,present,The animals in the forest eat the tasty plants.,9,control_a,773
33,6,nature,plural,present,The animals in the forest quickly eat the tasty plants.,10,control_b,774
33,7,nature,plural,present,The big animals in the forest eat the tasty plants.,10,control_c,775
33,8,nature,plural,present,The big animals in the forest quickly eat the tasty plants.,11,control_d,776
33,9,nature,plural,present,The animals that have strong legs eat the tasty plants.,10,standard_subject_a,777
33,10,nature,plural,present,The animals that have strong legs quickly eat the tasty plants.,11,standard_subject_b,778
33,11,nature,plural,present,The big animals that have strong legs eat the tasty plants.,11,standard_subject_c,779
33,12,nature,plural,present,The big animals that have strong legs quickly eat the tasty plants.,12,standard_subject_d,780
33,13,nature,plural,present,The animals that the tourists photograph eat the tasty plants.,10,standard_object_a,781
33,14,nature,plural,present,The animals that the tourists photograph quickly eat the tasty plants.,11,standard_object_b,782
33,15,nature,plural,present,The big animals that the tourists photograph eat the tasty plants.,11,standard_object_c,783
33,16,nature,plural,present,The big animals that the tourists photograph quickly eat the tasty plants.,12,standard_object_d,784
33,17,nature,plural,present,The animals that eat the leaves that are high on trees eat the tasty plants.,15,nested_subject_a,785
33,18,nature,plural,present,The animals that eat the leaves that are high on trees quickly eat the tasty plants.,16,nested_subject_b,786
33,19,nature,plural,present,The big animals that eat the leaves that are high on trees eat the tasty plants.,16,nested_subject_c,787
33,20,nature,plural,present,The big animals that eat the leaves that are high on trees quickly eat the tasty plants.,17,nested_subject_d,788
33,21,nature,plural,present,The animals that the researchers who the university funds study eat the tasty plants.,14,nested_object_a,789
33,22,nature,plural,present,The animals that the researchers who the university funds study quickly eat the tasty plants.,15,nested_object_b,790
33,23,nature,plural,present,The big animals that the researchers who the university funds study eat the tasty plants.,15,nested_object_c,791
33,24,nature,plural,present,The big animals that the researchers who the university funds study quickly eat the tasty plants.,16,nested_object_d,792
34,1,nature,singular,past,The fox entered the den.,6,baseline_a,793
34,2,nature,singular,past,The fox quietly entered the den.,7,baseline_b,794
34,3,nature,singular,past,The brown fox entered the den.,6,baseline_c,795
34,4,nature,singular,past,The brown fox quietly entered the den.,8,baseline_d,796
34,5,nature,singular,past,The fox in the forest entered the den.,9,control_a,797
34,6,nature,singular,past,The fox in the forest quietly entered the den.,10,control_b,798
34,7,nature,singular,past,The brown fox in the forest entered the den.,9,control_c,799
34,8,nature,singular,past,The brown fox in the forest quietly entered the den.,11,control_d,800
34,9,nature,singular,past,The fox who jumped the fence entered the den.,9,standard_subject_a,801
34,10,nature,singular,past,The fox who jumped the fence quietly entered the den.,10,standard_subject_b,802
34,11,nature,singular,past,The brown fox who jumped the fence entered the den.,9,standard_subject_c,803
34,12,nature,singular,past,The brown fox who jumped the fence quietly entered the den.,11,standard_subject_d,804
34,13,nature,singular,past,The fox who the hiker followed entered the den.,10,standard_object_a,805
34,14,nature,singular,past,The fox who the hiker followed quietly entered the den.,11,standard_object_b,806
34,15,nature,singular,past,The brown fox who the hiker followed entered the den.,10,standard_object_c,807
34,16,nature,singular,past,The brown fox who the hiker followed quietly entered the den.,12,standard_object_d,808
34,17,nature,singular,past,The fox who chased the rabbit that jumped high entered the den.,13,nested_subject_a,809
34,18,nature,singular,past,The fox who chased the rabbit that jumped high quietly entered the den.,14,nested_subject_b,810
34,19,nature,singular,past,The brown fox who chased the rabbit that jumped high entered the den.,13,nested_subject_c,811
34,20,nature,singular,past,The brown fox who chased the rabbit that jumped high quietly entered the den.,15,nested_subject_d,812
34,21,nature,singular,past,The fox who the dog who the walker caught chased entered the den.,14,nested_object_a,813
34,22,nature,singular,past,The fox who the dog who the walker caught chased quietly entered the den.,15,nested_object_b,814
34,23,nature,singular,past,The brown fox who the dog who the walker caught chased entered the den.,14,nested_object_c,815
34,24,nature,singular,past,The brown fox who the dog who the walker caught chased quietly entered the den.,16,nested_object_d,816
35,1,nature,singular,present,The farmer grows a big plant.,6,baseline_a,817
35,2,nature,singular,present,The farmer diligently grows a big plant.,7,baseline_b,818
35,3,nature,singular,present,The skilled farmer grows a big plant.,7,baseline_c,819
35,4,nature,singular,present,The skilled farmer diligently grows a big plant.,8,baseline_d,820
35,5,nature,singular,present,The farmer in the field grows a big plant.,9,control_a,821
35,6,nature,singular,present,The farmer in the field diligently grows a big plant.,10,control_b,822
35,7,nature,singular,present,The skilled farmer in the field grows a big plant.,10,control_c,823
35,8,nature,singular,present,The skilled farmer in the field diligently grows a big plant.,11,control_d,824
35,9,nature,singular,present,The farmer who knows crops grows a big plant.,9,standard_subject_a,825
35,10,nature,singular,present,The farmer who knows crops diligently grows a big plant.,10,standard_subject_b,826
35,11,nature,singular,present,The skilled farmer who knows crops grows a big plant.,10,standard_subject_c,827
35,12,nature,singular,present,The skilled farmer who knows crops diligently grows a big plant.,11,standard_subject_d,828
35,13,nature,singular,present,The farmer who the advisor helped grows a big plant.,10,standard_object_a,829
35,14,nature,singular,present,The farmer who the advisor helped diligently grows a big plant.,11,standard_object_b,830
35,15,nature,singular,present,The skilled farmer who the advisor helped grows a big plant.,11,standard_object_c,831
35,16,nature,singular,present,The skilled farmer who the advisor helped diligently grows a big plant.,12,standard_object_d,832
35,17,nature,singular,present,The farmer who read the book that had useful tips grows a big plant.,14,nested_subject_a,833
35,18,nature,singular,present,The farmer who read the book that had useful tips diligently grows a big plant.,15,nested_subject_b,834
35,19,nature,singular,present,The skilled farmer who read the book that had useful tips grows a big plant.,15,nested_subject_c,835
35,20,nature,singular,present,The skilled farmer who read the book that had useful tips diligently grows a big plant.,16,nested_subject_d,836
35,21,nature,singular,present,The farmer who the neighbor who the union supported liked grows a big plant.,14,nested_object_a,837
35,22,nature,singular,present,The farmer who the neighbor who the union supported liked diligently grows a big plant.,15,nested_object_b,838
35,23,nature,singular,present,The skilled farmer who the neighbor who the union supported liked grows a big plant.,15,nested_object_c,839
35,24,nature,singular,present,The skilled farmer who the neighbor who the union supported liked diligently grows a big plant.,16,nested_object_d,840
36,1,relationship,plural,past,The brothers ate big sandwiches.,5,baseline_a,841
36,2,relationship,plural,past,The brothers hungrily ate big sandwiches.,6,baseline_b,842
36,3,relationship,plural,past,The happy brothers ate big sandwiches.,6,baseline_c,843
36,4,relationship,plural,past,The happy brothers hungrily ate big sandwiches.,7,baseline_d,844
36,5,relationship,plural,past,The brothers in the garden ate big sandwiches.,8,control_a,845
36,6,relationship,plural,past,The brothers in the garden hungrily ate big sandwiches.,9,control_b,846
36,7,relationship,plural,past,The happy brothers in the garden ate big sandwiches.,9,control_c,847
36,8,relationship,plural,past,The happy brothers in the garden hungrily ate big sandwiches.,10,control_d,848
36,9,relationship,plural,past,The brothers who studied music ate big sandwiches.,8,standard_subject_a,849
36,10,relationship,plural,past,The brothers who studied music hungrily ate big sandwiches.,9,standard_subject_b,850
36,11,relationship,plural,past,The happy brothers who studied music ate big sandwiches.,9,standard_subject_c,851
36,12,relationship,plural,past,The happy brothers who studied music hungrily ate big sandwiches.,10,standard_subject_d,852
36,13,relationship,plural,past,The brothers who the parents praised ate big sandwiches.,9,standard_object_a,853
36,14,relationship,plural,past,The brothers who the parents praised hungrily ate big sandwiches.,10,standard_object_b,854
36,15,relationship,plural,past,The happy brothers who the parents praised ate big sandwiches.,10,standard_object_c,855
36,16,relationship,plural,past,The happy brothers who the parents praised hungrily ate big sandwiches.,11,standard_object_d,856
36,17,relationship,plural,past,The brothers who saw the games that were exciting ate big sandwiches.,12,nested_subject_a,857
36,18,relationship,plural,past,The brothers who saw the games that were exciting hungrily ate big sandwiches.,13,nested_subject_b,858
36,19,relationship,plural,past,The happy brothers who saw the games that were exciting ate big sandwiches.,13,nested_subject_c,859
36,20,relationship,plural,past,The happy brothers who saw the games that were exciting hungrily ate big sandwiches.,14,nested_subject_d,860
36,21,relationship,plural,past,The brothers who the friends who the teachers appreciated admired ate big sandwiches.,13,nested_object_a,861
36,22,relationship,plural,past,The brothers who the friends who the teachers appreciated admired hungrily ate big sandwiches.,14,nested_object_b,862
36,23,relationship,plural,past,The happy brothers who the friends who the teachers appreciated admired ate big sandwiches.,14,nested_object_c,863
36,24,relationship,plural,past,The happy brothers who the friends who the teachers appreciated admired hungrily ate big sandwiches.,15,nested_object_d,864
37,1,relationship,plural,present,The siblings support their friends.,4,baseline_a,865
37,2,relationship,plural,present,The siblings always support their friends.,5,baseline_b,866
37,3,relationship,plural,present,The happy siblings support their friends.,6,baseline_c,867
37,4,relationship,plural,present,The happy siblings always support their friends.,7,baseline_d,868
37,5,relationship,plural,present,The siblings in the house support their friends.,8,control_a,869
37,6,relationship,plural,present,The siblings in the house always support their friends.,9,control_b,870
37,7,relationship,plural,present,The happy siblings in the house support their friends.,9,control_c,871
37,8,relationship,plural,present,The happy siblings in the house always support their friends.,10,control_d,872
37,9,relationship,plural,present,The siblings who share toys support their friends.,8,standard_subject_a,873
37,10,relationship,plural,present,The siblings who share toys always support their friends.,9,standard_subject_b,874
37,11,relationship,plural,present,The happy siblings who share toys support their friends.,9,standard_subject_c,875
37,12,relationship,plural,present,The happy siblings who share toys always support their friends.,10,standard_subject_d,876
37,13,relationship,plural,present,The siblings who the parents taught support their friends.,9,standard_object_a,877
37,14,relationship,plural,present,The siblings who the parents taught always support their friends.,10,standard_object_b,878
37,15,relationship,plural,present,The happy siblings who the parents taught support their friends.,10,standard_object_c,879
37,16,relationship,plural,present,The happy siblings who the parents taught always support their friends.,11,standard_object_d,880
37,17,relationship,plural,present,The siblings who saw the pictures that were in the book support their friends.,14,nested_subject_a,881
37,18,relationship,plural,present,The siblings who saw the pictures that were in the book always support their friends.,15,nested_subject_b,882
37,19,relationship,plural,present,The happy siblings who saw the pictures that were in the book support their friends.,15,nested_subject_c,883
37,20,relationship,plural,present,The happy siblings who saw the pictures that were in the book always support their friends.,16,nested_subject_d,884
37,21,relationship,plural,present,The siblings who the teachers who the school hired encouraged support their friends.,13,nested_object_a,885
37,22,relationship,plural,present,The siblings who the teachers who the school hired encouraged always support their friends.,14,nested_object_b,886
37,23,relationship,plural,present,The happy siblings who the teachers who the school hired encouraged support their friends.,14,nested_object_c,887
37,24,relationship,plural,present,The happy siblings who the teachers who the school hired encouraged always support their friends.,15,nested_object_d,888
38,1,relationship,singular,past,The parent read a book.,5,baseline_a,889
38,2,relationship,singular,past,The parent attentively read a book.,6,baseline_b,890
38,3,relationship,singular,past,The loving parent read a book.,6,baseline_c,891
38,4,relationship,singular,past,The loving parent attentively read a book.,7,baseline_d,892
38,5,relationship,singular,past,The parent in the house read a book.,8,control_a,893
38,6,relationship,singular,past,The parent in the house attentively read a book.,9,control_b,894
38,7,relationship,singular,past,The loving parent in the house read a book.,9,control_c,895
38,8,relationship,singular,past,The loving parent in the house attentively read a book.,10,control_d,896
38,9,relationship,singular,past,The parent who sang well read a book.,8,standard_subject_a,897
38,10,relationship,singular,past,The parent who sang well attentively read a book.,9,standard_subject_b,898
38,11,relationship,singular,past,The loving parent who sang well read a book.,9,standard_subject_c,899
38,12,relationship,singular,past,The loving parent who sang well attentively read a book.,10,standard_subject_d,900
38,13,relationship,singular,past,The parent who the friend helped read a book.,9,standard_object_a,901
38,14,relationship,singular,past,The parent who the friend helped attentively read a book.,10,standard_object_b,902
38,15,relationship,singular,past,The loving parent who the friend helped read a book.,10,standard_object_c,903
38,16,relationship,singular,past,The loving parent who the friend helped attentively read a book.,11,standard_object_d,904
38,17,relationship,singular,past,The parent who watched the movie that was recommended read a book.,12,nested_subject_a,905
38,18,relationship,singular,past,The parent who watched the movie that was recommended attentively read a book.,13,nested_subject_b,906
38,19,relationship,singular,past,The loving parent who watched the movie that was recommended read a book.,13,nested_subject_c,907
38,20,relationship,singular,past,The loving parent who watched the movie that was recommended attentively read a book.,14,nested_subject_d,908
38,21,relationship,singular,past,The parent who the sibling who the teacher praised respected read a book.,13,nested_object_a,909
38,22,relationship,singular,past,The parent who the sibling who the teacher praised respected attentively read a book.,14,nested_object_b,910
38,23,relationship,singular,past,The loving parent who the sibling who the teacher praised respected read a book.,14,nested_object_c,911
38,24,relationship,singular,past,The loving parent who the sibling who the teacher praised respected attentively read a book.,15,nested_object_d,912
39,1,relationship,singular,present,The baby looks at the ball.,6,baseline_a,913
39,2,relationship,singular,present,The baby curiously looks at the ball.,7,baseline_b,914
39,3,relationship,singular,present,The cute baby looks at the ball.,7,baseline_c,915
39,4,relationship,singular,present,The cute baby curiously looks at the ball.,8,baseline_d,916
39,5,relationship,singular,present,The baby in the playpen looks at the ball.,9,control_a,917
39,6,relationship,singular,present,The baby in the playpen curiously looks at the ball.,10,control_b,918
39,7,relationship,singular,present,The cute baby in the playpen looks at the ball.,10,control_c,919
39,8,relationship,singular,present,The cute baby in the playpen curiously looks at the ball.,11,control_d,920
39,9,relationship,singular,present,The baby who drinks milk looks at the ball.,9,standard_subject_a,921
39,10,relationship,singular,present,The baby who drinks milk curiously looks at the ball.,10,standard_subject_b,922
39,11,relationship,singular,present,The cute baby who drinks milk looks at the ball.,10,standard_subject_c,923
39,12,relationship,singular,present,The cute baby who drinks milk curiously looks at the ball.,11,standard_subject_d,924
39,13,relationship,singular,present,The baby who the babysitter calms looks at the ball.,10,standard_object_a,925
39,14,relationship,singular,present,The baby who the babysitter calms curiously looks at the ball.,11,standard_object_b,926
39,15,relationship,singular,present,The cute baby who the babysitter calms looks at the ball.,11,standard_object_c,927
39,16,relationship,singular,present,The cute baby who the babysitter calms curiously looks at the ball.,12,standard_object_d,928
39,17,relationship,singular,present,The baby who tastes the fruit that has spots looks at the ball.,13,nested_subject_a,929
39,18,relationship,singular,present,The baby who tastes the fruit that has spots curiously looks at the ball.,14,nested_subject_b,930
39,19,relationship,singular,present,The cute baby who tastes the fruit that has spots looks at the ball.,14,nested_subject_c,931
39,20,relationship,singular,present,The cute baby who tastes the fruit that has spots curiously looks at the ball.,15,nested_subject_d,932
39,21,relationship,singular,present,The baby who the aunt who the brother called visits looks at the ball.,14,nested_object_a,933
39,22,relationship,singular,present,The baby who the aunt who the brother called visits curiously looks at the ball.,15,nested_object_b,934
39,23,relationship,singular,present,The cute baby who the aunt who the brother called visits looks at the ball.,15,nested_object_c,935
39,24,relationship,singular,present,The cute baby who the aunt who the brother called visits curiously looks at the ball.,16,nested_object_d,936
40,1,science,plural,past,The physicists analyzed the data.,5,baseline_a,937
40,2,science,plural,past,The physicists carefully analyzed the data.,6,baseline_b,938
40,3,science,plural,past,The skilled physicists analyzed the data.,6,baseline_c,939
40,4,science,plural,past,The skilled physicists carefully analyzed the data.,7,baseline_d,940
40,5,science,plural,past,The physicists in the lab analyzed the data.,8,control_a,941
40,6,science,plural,past,The physicists in the lab carefully analyzed the data.,9,control_b,942
40,7,science,plural,past,The skilled physicists in the lab analyzed the data.,9,control_c,943
