set_number,sentID_in_set,theme,numerosity,tense,sentence,word_count,structure,sentID_in_dataset,sentence_id,audio_filename,before_semantic_switch_sentence
28,18,housing,singular,present,The neighbor who perused the manual that was in the box carefully repairs the chair.,15,nested_subject_b,666,ctr_00665,ctr_00665.wav,The neighbor who read the manual that was in the box carefully fixes the chair.
28,19,housing,singular,present,The experienced neighbor who read the manual that was in the box repairs the chair.,15,nested_subject_c,667,ctr_00666,ctr_00666.wav,The experienced neighbor who read the manual that was in the box fixes the chair.
28,20,housing,singular,present,The experienced resident who perused the manual that was in the box carefully fixes the chair.,16,nested_subject_d,668,ctr_00667,ctr_00667.wav,The experienced neighbor who read the manual that was in the box carefully fixes the chair.
29,1,humanity,plural,past,Chroniclers collected the records.,4,baseline_a,673,ctr_00672,ctr_00672.wav,Historians collected the documents.
29,2,humanity,plural,past,Historians meticulously gathered the documents.,5,baseline_b,674,ctr_00673,ctr_00673.wav,Historians carefully collected the documents.
29,3,humanity,plural,past,Skilled chroniclers collected the documents.,5,baseline_c,675,ctr_00674,ctr_00674.wav,Experienced historians collected the documents.
29,4,humanity,plural,past,Skilled historians meticulously collected the documents.,6,baseline_d,676,ctr_00675,ctr_00675.wav,Experienced historians carefully collected the documents.
29,5,humanity,plural,past,Chroniclers in the library gathered the documents.,7,control_a,677,ctr_00676,ctr_00676.wav,Historians in the library collected the documents.
29,6,humanity,plural,past,Chroniclers in the library carefully gathered the records.,8,control_b,678,ctr_00677,ctr_00677.wav,Historians in the library carefully collected the documents.
29,7,humanity,plural,past,Skilled chroniclers in the library collected the documents.,8,control_c,679,ctr_00678,ctr_00678.wav,Experienced historians in the library collected the documents.
29,8,humanity,plural,past,Experienced scholars in the library meticulously collected the documents.,9,control_d,680,ctr_00679,ctr_00679.wav,Experienced historians in the library carefully collected the documents.
29,9,humanity,plural,past,Chroniclers who labored late collected the documents.,7,standard_subject_a,681,ctr_00680,ctr_00680.wav,Historians who worked late collected the documents.
29,10,humanity,plural,past,Chroniclers who labored late carefully gathered the records.,8,standard_subject_b,682,ctr_00681,ctr_00681.wav,Historians who worked late carefully collected the documents.
29,11,humanity,plural,past,Experienced chroniclers who labored overtime gathered the records.,8,standard_subject_c,683,ctr_00682,ctr_00682.wav,Experienced historians who worked late collected the documents.
29,12,humanity,plural,past,Experienced historians who worked late carefully gathered the documents.,9,standard_subject_d,684,ctr_00683,ctr_00683.wav,Experienced historians who worked late carefully collected the documents.
29,13,humanity,plural,past,Chroniclers who the students admired gathered the documents.,8,standard_object_a,685,ctr_00684,ctr_00684.wav,Historians who the students admired collected the documents.
29,14,humanity,plural,past,Chroniclers who the students esteemed meticulously gathered the documents.,9,standard_object_b,686,ctr_00685,ctr_00685.wav,Historians who the students admired carefully collected the documents.
29,15,humanity,plural,past,Skilled scholars who the students esteemed collected the records.,9,standard_object_c,687,ctr_00686,ctr_00686.wav,Experienced historians who the students admired collected the documents.
29,16,humanity,plural,past,Experienced scholars who the students esteemed carefully gathered the documents.,10,standard_object_d,688,ctr_00687,ctr_00687.wav,Experienced historians who the students admired carefully collected the documents.
29,17,humanity,plural,past,Chroniclers who examined the volumes that held the data gathered the documents.,12,nested_subject_a,689,ctr_00688,ctr_00688.wav,Historians who analyzed the books that contained the data collected the documents.
29,18,humanity,plural,past,Historians who analyzed the volumes that contained the data meticulously collected the documents.,13,nested_subject_b,690,ctr_00689,ctr_00689.wav,Historians who analyzed the books that contained the data carefully collected the documents.
29,19,humanity,plural,past,Experienced scholars who examined the texts that held the data gathered the records.,13,nested_subject_c,691,ctr_00690,ctr_00690.wav,Experienced historians who analyzed the books that contained the data collected the documents.
29,20,humanity,plural,past,Skilled historians who examined the texts that included the data meticulously collected the documents.,14,nested_subject_d,692,ctr_00691,ctr_00691.wav,Experienced historians who analyzed the books that contained the data carefully collected the documents.
30,1,humanity,plural,present,The creators paint the sculptures.,5,baseline_a,697,ctr_00696,ctr_00696.wav,The artists paint the sculptures.
30,2,humanity,plural,present,The artists cautiously paint the statues.,6,baseline_b,698,ctr_00697,ctr_00697.wav,The artists carefully paint the sculptures.
30,3,humanity,plural,present,The talented artists depict the sculptures.,6,baseline_c,699,ctr_00698,ctr_00698.wav,The talented artists paint the sculptures.
30,4,humanity,plural,present,The skilled artists carefully depict the sculptures.,7,baseline_d,700,ctr_00699,ctr_00699.wav,The talented artists carefully paint the sculptures.
30,5,humanity,plural,present,The artists in the studios depict the sculptures.,8,control_a,701,ctr_00700,ctr_00700.wav,The artists in the studios paint the sculptures.
30,6,humanity,plural,present,The creators in the studios meticulously depict the sculptures.,9,control_b,702,ctr_00701,ctr_00701.wav,The artists in the studios carefully paint the sculptures.
30,7,humanity,plural,present,The talented artists in the studios depict the sculptures.,9,control_c,703,ctr_00702,ctr_00702.wav,The talented artists in the studios paint the sculptures.
30,8,humanity,plural,present,The talented artists in the studios carefully paint the sculptures.,10,control_d,704,ctr_00703,ctr_00703.wav,The talented artists in the studios carefully paint the sculptures.
30,9,humanity,plural,present,The artists who attended the workshops paint the sculptures.,9,standard_subject_a,705,ctr_00704,ctr_00704.wav,The artists who attended the workshops paint the sculptures.
30,10,humanity,plural,present,The artists who attended the workshops carefully paint the sculptures.,10,standard_subject_b,706,ctr_00705,ctr_00705.wav,The artists who attended the workshops carefully paint the sculptures.
30,11,humanity,plural,present,The talented artists who attended the workshops paint the sculptures.,10,standard_subject_c,707,ctr_00706,ctr_00706.wav,The talented artists who attended the workshops paint the sculptures.
30,12,humanity,plural,present,The talented artists who attended the workshops carefully paint the sculptures.,11,standard_subject_d,708,ctr_00707,ctr_00707.wav,The talented artists who attended the workshops carefully paint the sculptures.
30,13,humanity,plural,present,The creators who the curators interviewed paint the sculptures.,9,standard_object_a,709,ctr_00708,ctr_00708.wav,The artists who the curators interviewed paint the sculptures.
30,14,humanity,plural,present,The artists who the curators interviewed meticulously paint the sculptures.,10,standard_object_b,710,ctr_00709,ctr_00709.wav,The artists who the curators interviewed carefully paint the sculptures.
30,15,humanity,plural,present,The skilled artists who the curators questioned paint the sculptures.,10,standard_object_c,711,ctr_00710,ctr_00710.wav,The talented artists who the curators interviewed paint the sculptures.
30,16,humanity,plural,present,The skilled artists who the curators questioned carefully depict the sculptures.,11,standard_object_d,712,ctr_00711,ctr_00711.wav,The talented artists who the curators interviewed carefully paint the sculptures.
30,17,humanity,plural,present,The creators who viewed the patterns that were exhibited depict the statues.,12,nested_subject_a,713,ctr_00712,ctr_00712.wav,The artists who saw the designs that were exhibited paint the sculptures.
30,18,humanity,plural,present,The artists who saw the designs that were displayed carefully paint the sculptures.,13,nested_subject_b,714,ctr_00713,ctr_00713.wav,The artists who saw the designs that were exhibited carefully paint the sculptures.
30,19,humanity,plural,present,The skilled artists who saw the designs that were exhibited depict the statues.,13,nested_subject_c,715,ctr_00714,ctr_00714.wav,The talented artists who saw the designs that were exhibited paint the sculptures.
30,20,humanity,plural,present,The talented artists who viewed the designs that were exhibited carefully paint the sculptures.,14,nested_subject_d,716,ctr_00715,ctr_00715.wav,The talented artists who saw the designs that were exhibited carefully paint the sculptures.
31,1,humanity,singular,past,The chronicler wrote a new volume.,6,baseline_a,721,ctr_00720,ctr_00720.wav,The historian wrote a new book.
31,2,humanity,singular,past,The chronicler quickly wrote a fresh volume.,7,baseline_b,722,ctr_00721,ctr_00721.wav,The historian quickly wrote a new book.
31,3,humanity,singular,past,The experienced historian wrote a fresh volume.,7,baseline_c,723,ctr_00722,ctr_00722.wav,The experienced historian wrote a new book.
31,4,humanity,singular,past,The experienced historian quickly wrote a new book.,8,baseline_d,724,ctr_00723,ctr_00723.wav,The experienced historian quickly wrote a new book.
31,5,humanity,singular,past,The historian in the library wrote a fresh volume.,9,control_a,725,ctr_00724,ctr_00724.wav,The historian in the library wrote a new book.
31,6,humanity,singular,past,The historian in the library quickly composed a new volume.,10,control_b,726,ctr_00725,ctr_00725.wav,The historian in the library quickly wrote a new book.
31,7,humanity,singular,past,The experienced historian in the library authored a new volume.,10,control_c,727,ctr_00726,ctr_00726.wav,The experienced historian in the library wrote a new book.
31,8,humanity,singular,past,The skilled historian in the library rapidly composed a fresh volume.,11,control_d,728,ctr_00727,ctr_00727.wav,The experienced historian in the library quickly wrote a new book.
31,9,humanity,singular,past,The chronicler who examined ancient civilizations authored a new book.,10,standard_subject_a,729,ctr_00728,ctr_00728.wav,The historian who studied ancient civilizations wrote a new book.
31,10,humanity,singular,past,The chronicler who examined ancient civilizations rapidly composed a new book.,11,standard_subject_b,730,ctr_00729,ctr_00729.wav,The historian who studied ancient civilizations quickly wrote a new book.
31,11,humanity,singular,past,The experienced scholar who studied old societies authored a new volume.,11,standard_subject_c,731,ctr_00730,ctr_00730.wav,The experienced historian who studied ancient civilizations wrote a new book.
31,12,humanity,singular,past,The experienced scholar who studied ancient civilizations rapidly wrote a new book.,12,standard_subject_d,732,ctr_00731,ctr_00731.wav,The experienced historian who studied ancient civilizations quickly wrote a new book.
31,13,humanity,singular,past,The historian who the investigator interviewed wrote a new volume.,10,standard_object_a,733,ctr_00732,ctr_00732.wav,The historian who the researcher interviewed wrote a new book.
31,14,humanity,singular,past,The historian who the researcher questioned quickly penned a new book.,11,standard_object_b,734,ctr_00733,ctr_00733.wav,The historian who the researcher interviewed quickly wrote a new book.
31,15,humanity,singular,past,The skilled historian who the researcher questioned wrote a new book.,11,standard_object_c,735,ctr_00734,ctr_00734.wav,The experienced historian who the researcher interviewed wrote a new book.
31,16,humanity,singular,past,The experienced chronicler who the researcher questioned rapidly authored a new volume.,12,standard_object_d,736,ctr_00735,ctr_00735.wav,The experienced historian who the researcher interviewed quickly wrote a new book.
31,17,humanity,singular,past,The historian who read the scroll that the monk found authored a new book.,14,nested_subject_a,737,ctr_00736,ctr_00736.wav,The historian who read the scroll that the monk found wrote a new book.
31,18,humanity,singular,past,The historian who read the scroll that the monk discovered swiftly composed a new book.,15,nested_subject_b,738,ctr_00737,ctr_00737.wav,The historian who read the scroll that the monk found quickly wrote a new book.
31,19,humanity,singular,past,The experienced historian who read the scroll that the monk found wrote a new book.,15,nested_subject_c,739,ctr_00738,ctr_00738.wav,The experienced historian who read the scroll that the monk found wrote a new book.
31,20,humanity,singular,past,The experienced historian who read the scroll that the monk found swiftly wrote a new book.,16,nested_subject_d,740,ctr_00739,ctr_00739.wav,The experienced historian who read the scroll that the monk found quickly wrote a new book.
32,1,humanity,singular,present,The chronicler composes the article.,5,baseline_a,745,ctr_00744,ctr_00744.wav,The historian writes the article.
32,2,humanity,singular,present,The chronicler meticulously writes the article.,6,baseline_b,746,ctr_00745,ctr_00745.wav,The historian carefully writes the article.
32,3,humanity,singular,present,The experienced historian writes the piece.,6,baseline_c,747,ctr_00746,ctr_00746.wav,The experienced historian writes the article.
32,4,humanity,singular,present,The experienced historian carefully writes the piece.,7,baseline_d,748,ctr_00747,ctr_00747.wav,The experienced historian carefully writes the article.
32,5,humanity,singular,present,The chronicler in the library composes the piece.,8,control_a,749,ctr_00748,ctr_00748.wav,The historian in the library writes the article.
32,6,humanity,singular,present,The historian in the library carefully writes the article.,9,control_b,750,ctr_00749,ctr_00749.wav,The historian in the library carefully writes the article.
32,7,humanity,singular,present,The skilled chronicler in the library composes the article.,9,control_c,751,ctr_00750,ctr_00750.wav,The experienced historian in the library writes the article.
32,8,humanity,singular,present,The experienced scholar in the library meticulously composes the article.,10,control_d,752,ctr_00751,ctr_00751.wav,The experienced historian in the library carefully writes the article.
32,9,humanity,singular,present,The historian who examined archives writes the article.,8,standard_subject_a,753,ctr_00752,ctr_00752.wav,The historian who studied archives writes the article.
32,10,humanity,singular,present,The historian who studied records meticulously composes the article.,9,standard_subject_b,754,ctr_00753,ctr_00753.wav,The historian who studied archives carefully writes the article.
32,11,humanity,singular,present,The skilled historian who studied archives writes the article.,9,standard_subject_c,755,ctr_00754,ctr_00754.wav,The experienced historian who studied archives writes the article.
32,12,humanity,singular,present,The skilled historian who studied archives meticulously writes the article.,10,standard_subject_d,756,ctr_00755,ctr_00755.wav,The experienced historian who studied archives carefully writes the article.
32,13,humanity,singular,present,The historian who the editor assigned writes the article.,9,standard_object_a,757,ctr_00756,ctr_00756.wav,The historian who the editor assigned writes the article.
32,14,humanity,singular,present,The historian who the editor assigned carefully composes the piece.,10,standard_object_b,758,ctr_00757,ctr_00757.wav,The historian who the editor assigned carefully writes the article.
32,15,humanity,singular,present,The experienced scholar who the editor assigned composes the piece.,10,standard_object_c,759,ctr_00758,ctr_00758.wav,The experienced historian who the editor assigned writes the article.
32,16,humanity,singular,present,The experienced historian who the editor designated carefully writes the piece.,11,standard_object_d,760,ctr_00759,ctr_00759.wav,The experienced historian who the editor assigned carefully writes the article.
32,17,humanity,singular,present,The chronicler who perused the manuscript that was in storage writes the piece.,13,nested_subject_a,761,ctr_00760,ctr_00760.wav,The historian who read the manuscript that was in storage writes the article.
32,18,humanity,singular,present,The chronicler who read the manuscript that was in shelter carefully composes the article.,14,nested_subject_b,762,ctr_00761,ctr_00761.wav,The historian who read the manuscript that was in storage carefully writes the article.
32,19,humanity,singular,present,The skilled historian who read the manuscript that was in storage writes the article.,14,nested_subject_c,763,ctr_00762,ctr_00762.wav,The experienced historian who read the manuscript that was in storage writes the article.
32,20,humanity,singular,present,The skilled historian who perused the document that was in storage carefully writes the paper.,15,nested_subject_d,764,ctr_00763,ctr_00763.wav,The experienced historian who read the manuscript that was in storage carefully writes the article.
33,1,nature,plural,present,The creatures consume the tasty plants.,6,baseline_a,769,ctr_00768,ctr_00768.wav,The animals eat the tasty plants.
33,2,nature,plural,present,The creatures quickly consume the tasty vegetation.,7,baseline_b,770,ctr_00769,ctr_00769.wav,The animals quickly eat the tasty plants.
33,3,nature,plural,present,The big creatures eat the tasty vegetation.,7,baseline_c,771,ctr_00770,ctr_00770.wav,The big animals eat the tasty plants.
33,4,nature,plural,present,The big animals quickly consume the tasty vegetation.,8,baseline_d,772,ctr_00771,ctr_00771.wav,The big animals quickly eat the tasty plants.
33,5,nature,plural,present,The animals in the forest consume the delicious plants.,9,control_a,773,ctr_00772,ctr_00772.wav,The animals in the forest eat the tasty plants.
33,6,nature,plural,present,The creatures in the forest rapidly consume the tasty plants.,10,control_b,774,ctr_00773,ctr_00773.wav,The animals in the forest quickly eat the tasty plants.
33,7,nature,plural,present,The big animals in the forest consume the delicious plants.,10,control_c,775,ctr_00774,ctr_00774.wav,The big animals in the forest eat the tasty plants.
33,8,nature,plural,present,The big animals in the forest quickly consume the tasty vegetation.,11,control_d,776,ctr_00775,ctr_00775.wav,The big animals in the forest quickly eat the tasty plants.
33,9,nature,plural,present,The animals that have powerful legs eat the tasty plants.,10,standard_subject_a,777,ctr_00776,ctr_00776.wav,The animals that have strong legs eat the tasty plants.
33,10,nature,plural,present,The animals that have powerful legs quickly eat the delicious vegetation.,11,standard_subject_b,778,ctr_00777,ctr_00777.wav,The animals that have strong legs quickly eat the tasty plants.
33,11,nature,plural,present,The large creatures that have strong legs consume the delicious plants.,11,standard_subject_c,779,ctr_00778,ctr_00778.wav,The big animals that have strong legs eat the tasty plants.
33,12,nature,plural,present,The large creatures that have strong legs quickly eat the tasty vegetation.,12,standard_subject_d,780,ctr_00779,ctr_00779.wav,The big animals that have strong legs quickly eat the tasty plants.
33,13,nature,plural,present,The animals that the visitors capture eat the delicious vegetation.,10,standard_object_a,781,ctr_00780,ctr_00780.wav,The animals that the tourists photograph eat the tasty plants.
33,14,nature,plural,present,The creatures that the visitors capture quickly eat the delicious vegetation.,11,standard_object_b,782,ctr_00781,ctr_00781.wav,The animals that the tourists photograph quickly eat the tasty plants.
33,15,nature,plural,present,The large creatures that the visitors photograph eat the delicious plants.,11,standard_object_c,783,ctr_00782,ctr_00782.wav,The big animals that the tourists photograph eat the tasty plants.
33,16,nature,plural,present,The big animals that the visitors capture quickly eat the delicious plants.,12,standard_object_d,784,ctr_00783,ctr_00783.wav,The big animals that the tourists photograph quickly eat the tasty plants.
33,17,nature,plural,present,The animals that eat the leaves that are high on trees eat the tasty plants.,15,nested_subject_a,785,ctr_00784,ctr_00784.wav,The animals that eat the leaves that are high on trees eat the tasty plants.
33,18,nature,plural,present,The creatures that consume the leaves that are elevated on trees rapidly consume the delicious plants.,16,nested_subject_b,786,ctr_00785,ctr_00785.wav,The animals that eat the leaves that are high on trees quickly eat the tasty plants.
33,19,nature,plural,present,The big animals that eat the leaves that are high on trees eat the tasty plants.,16,nested_subject_c,787,ctr_00786,ctr_00786.wav,The big animals that eat the leaves that are high on trees eat the tasty plants.
33,20,nature,plural,present,The big creatures that consume the leaves that are elevated on trees quickly consume the tasty vegetation.,17,nested_subject_d,788,ctr_00787,ctr_00787.wav,The big animals that eat the leaves that are high on trees quickly eat the tasty plants.
34,1,nature,singular,past,The fox entered the den.,6,baseline_a,793,ctr_00792,ctr_00792.wav,The fox entered the den.
34,2,nature,singular,past,The fox silently entered the lair.,7,baseline_b,794,ctr_00793,ctr_00793.wav,The fox quietly entered the den.
34,3,nature,singular,past,The chocolate fox entered the den.,6,baseline_c,795,ctr_00794,ctr_00794.wav,The brown fox entered the den.
34,4,nature,singular,past,The brown fox silently approached the den.,8,baseline_d,796,ctr_00795,ctr_00795.wav,The brown fox quietly entered the den.
34,5,nature,singular,past,The fox in the forest approached the lair.,9,control_a,797,ctr_00796,ctr_00796.wav,The fox in the forest entered the den.
34,6,nature,singular,past,The fox in the forest quietly entered the den.,10,control_b,798,ctr_00797,ctr_00797.wav,The fox in the forest quietly entered the den.
34,7,nature,singular,past,The dark fox in the forest approached the den.,9,control_c,799,ctr_00798,ctr_00798.wav,The brown fox in the forest entered the den.
34,8,nature,singular,past,The brown fox in the forest silently approached the den.,11,control_d,800,ctr_00799,ctr_00799.wav,The brown fox in the forest quietly entered the den.
34,9,nature,singular,past,The fox who jumped the fence entered the den.,9,standard_subject_a,801,ctr_00800,ctr_00800.wav,The fox who jumped the fence entered the den.
34,10,nature,singular,past,The fox who leaped the fence quietly entered the den.,10,standard_subject_b,802,ctr_00801,ctr_00801.wav,The fox who jumped the fence quietly entered the den.
34,11,nature,singular,past,The brown fox who leaped the fence accessed the den.,9,standard_subject_c,803,ctr_00802,ctr_00802.wav,The brown fox who jumped the fence entered the den.
34,12,nature,singular,past,The brown fox who jumped the fence quietly entered the den.,11,standard_subject_d,804,ctr_00803,ctr_00803.wav,The brown fox who jumped the fence quietly entered the den.
34,13,nature,singular,past,The fox who the hiker followed entered the den.,10,standard_object_a,805,ctr_00804,ctr_00804.wav,The fox who the hiker followed entered the den.
34,14,nature,singular,past,The fox who the hiker pursued silently approached the den.,11,standard_object_b,806,ctr_00805,ctr_00805.wav,The fox who the hiker followed quietly entered the den.
34,15,nature,singular,past,The chocolate fox who the hiker pursued entered the den.,10,standard_object_c,807,ctr_00806,ctr_00806.wav,The brown fox who the hiker followed entered the den.
34,16,nature,singular,past,The brown fox who the hiker pursued quietly approached the den.,12,standard_object_d,808,ctr_00807,ctr_00807.wav,The brown fox who the hiker followed quietly entered the den.
34,17,nature,singular,past,The fox who chased the rabbit that jumped tall approached the den.,13,nested_subject_a,809,ctr_00808,ctr_00808.wav,The fox who chased the rabbit that jumped high entered the den.
34,18,nature,singular,past,The fox who chased the rabbit that leaped high quietly entered the den.,14,nested_subject_b,810,ctr_00809,ctr_00809.wav,The fox who chased the rabbit that jumped high quietly entered the den.
34,19,nature,singular,past,The brown fox who chased the rabbit that jumped tall approached the den.,13,nested_subject_c,811,ctr_00810,ctr_00810.wav,The brown fox who chased the rabbit that jumped high entered the den.
34,20,nature,singular,past,The brown fox who chased the rabbit that jumped lofty silently approached the den.,15,nested_subject_d,812,ctr_00811,ctr_00811.wav,The brown fox who chased the rabbit that jumped high quietly entered the den.
35,1,nature,singular,present,The farmer grows a large plant.,6,baseline_a,817,ctr_00816,ctr_00816.wav,The farmer grows a big plant.
35,2,nature,singular,present,The farmer earnestly grows a large plant.,7,baseline_b,818,ctr_00817,ctr_00817.wav,The farmer diligently grows a big plant.
35,3,nature,singular,present,The expert farmer cultivates a large crop.,7,baseline_c,819,ctr_00818,ctr_00818.wav,The skilled farmer grows a big plant.
35,4,nature,singular,present,The expert farmer diligently cultivates a big crop.,8,baseline_d,820,ctr_00819,ctr_00819.wav,The skilled farmer diligently grows a big plant.
35,5,nature,singular,present,The grower in the field cultivates a big crop.,9,control_a,821,ctr_00820,ctr_00820.wav,The farmer in the field grows a big plant.
35,6,nature,singular,present,The farmer in the field diligently cultivates a large crop.,10,control_b,822,ctr_00821,ctr_00821.wav,The farmer in the field diligently grows a big plant.
35,7,nature,singular,present,The expert farmer in the field cultivates a big crop.,10,control_c,823,ctr_00822,ctr_00822.wav,The skilled farmer in the field grows a big plant.
35,8,nature,singular,present,The expert farmer in the field steadily grows a large crop.,11,control_d,824,ctr_00823,ctr_00823.wav,The skilled farmer in the field diligently grows a big plant.
35,9,nature,singular,present,The grower who knows crops cultivates a big plant.,9,standard_subject_a,825,ctr_00824,ctr_00824.wav,The farmer who knows crops grows a big plant.
35,10,nature,singular,present,The grower who understands crops diligently grows a large plant.,10,standard_subject_b,826,ctr_00825,ctr_00825.wav,The farmer who knows crops diligently grows a big plant.
35,11,nature,singular,present,The expert grower who understands crops cultivates a big plant.,10,standard_subject_c,827,ctr_00826,ctr_00826.wav,The skilled farmer who knows crops grows a big plant.
35,12,nature,singular,present,The skilled farmer who understands crops assiduously grows a big plant.,11,standard_subject_d,828,ctr_00827,ctr_00827.wav,The skilled farmer who knows crops diligently grows a big plant.
35,13,nature,singular,present,The farmer who the advisor helped grows a big plant.,10,standard_object_a,829,ctr_00828,ctr_00828.wav,The farmer who the advisor helped grows a big plant.
35,14,nature,singular,present,The farmer who the advisor helped diligently grows a large plant.,11,standard_object_b,830,ctr_00829,ctr_00829.wav,The farmer who the advisor helped diligently grows a big plant.
35,15,nature,singular,present,The skilled farmer who the advisor assisted grows a big plant.,11,standard_object_c,831,ctr_00830,ctr_00830.wav,The skilled farmer who the advisor helped grows a big plant.
35,16,nature,singular,present,The expert farmer who the advisor assisted steadily grows a large plant.,12,standard_object_d,832,ctr_00831,ctr_00831.wav,The skilled farmer who the advisor helped diligently grows a big plant.
35,17,nature,singular,present,The farmer who read the volume that had useful tips grows a big crop.,14,nested_subject_a,833,ctr_00832,ctr_00832.wav,The farmer who read the book that had useful tips grows a big plant.
35,18,nature,singular,present,The grower who perused the volume that had helpful tips steadily grows a large crop.,15,nested_subject_b,834,ctr_00833,ctr_00833.wav,The farmer who read the book that had useful tips diligently grows a big plant.
35,19,nature,singular,present,The expert grower who perused the book that had useful tips grows a large crop.,15,nested_subject_c,835,ctr_00834,ctr_00834.wav,The skilled farmer who read the book that had useful tips grows a big plant.
35,20,nature,singular,present,The expert farmer who read the book that had useful tips carefully grows a large plant.,16,nested_subject_d,836,ctr_00835,ctr_00835.wav,The skilled farmer who read the book that had useful tips diligently grows a big plant.
36,1,relationship,plural,past,The brothers consumed big sandwiches.,5,baseline_a,841,ctr_00840,ctr_00840.wav,The brothers ate big sandwiches.
36,2,relationship,plural,past,The brothers hungrily ate big sandwiches.,6,baseline_b,842,ctr_00841,ctr_00841.wav,The brothers hungrily ate big sandwiches.
36,3,relationship,plural,past,The joyful brothers ate big sandwiches.,6,baseline_c,843,ctr_00842,ctr_00842.wav,The happy brothers ate big sandwiches.
36,4,relationship,plural,past,The happy brothers greedily ate big sandwiches.,7,baseline_d,844,ctr_00843,ctr_00843.wav,The happy brothers hungrily ate big sandwiches.
36,5,relationship,plural,past,The brothers in the garden ate large sandwiches.,8,control_a,845,ctr_00844,ctr_00844.wav,The brothers in the garden ate big sandwiches.
36,6,relationship,plural,past,The brothers in the garden greedily ate large sandwiches.,9,control_b,846,ctr_00845,ctr_00845.wav,The brothers in the garden hungrily ate big sandwiches.
36,7,relationship,plural,past,The happy brothers in the garden ate big sandwiches.,9,control_c,847,ctr_00846,ctr_00846.wav,The happy brothers in the garden ate big sandwiches.
36,8,relationship,plural,past,The joyful brothers in the garden greedily ate big sandwiches.,10,control_d,848,ctr_00847,ctr_00847.wav,The happy brothers in the garden hungrily ate big sandwiches.
36,9,relationship,plural,past,The brothers who practiced music ate big sandwiches.,8,standard_subject_a,849,ctr_00848,ctr_00848.wav,The brothers who studied music ate big sandwiches.
36,10,relationship,plural,past,The brothers who studied music hungrily ate big sandwiches.,9,standard_subject_b,850,ctr_00849,ctr_00849.wav,The brothers who studied music hungrily ate big sandwiches.
36,11,relationship,plural,past,The joyful brothers who studied music consumed big sandwiches.,9,standard_subject_c,851,ctr_00850,ctr_00850.wav,The happy brothers who studied music ate big sandwiches.
36,12,relationship,plural,past,The happy brothers who practiced music hungrily ate large sandwiches.,10,standard_subject_d,852,ctr_00851,ctr_00851.wav,The happy brothers who studied music hungrily ate big sandwiches.
36,13,relationship,plural,past,The brothers who the parents praised consumed big sandwiches.,9,standard_object_a,853,ctr_00852,ctr_00852.wav,The brothers who the parents praised ate big sandwiches.
36,14,relationship,plural,past,The brothers who the parents commended hungrily ate large sandwiches.,10,standard_object_b,854,ctr_00853,ctr_00853.wav,The brothers who the parents praised hungrily ate big sandwiches.
36,15,relationship,plural,past,The joyful brothers who the parents commended ate big sandwiches.,10,standard_object_c,855,ctr_00854,ctr_00854.wav,The happy brothers who the parents praised ate big sandwiches.
36,16,relationship,plural,past,The happy brothers who the parents commended hungrily ate big sandwiches.,11,standard_object_d,856,ctr_00855,ctr_00855.wav,The happy brothers who the parents praised hungrily ate big sandwiches.
36,17,relationship,plural,past,The siblings who viewed the matches that were exciting ate big sandwiches.,12,nested_subject_a,857,ctr_00856,ctr_00856.wav,The brothers who saw the games that were exciting ate big sandwiches.
36,18,relationship,plural,past,The siblings who saw the games that were thrilling voraciously consumed big sandwiches.,13,nested_subject_b,858,ctr_00857,ctr_00857.wav,The brothers who saw the games that were exciting hungrily ate big sandwiches.
36,19,relationship,plural,past,The happy brothers who witnessed the games that were thrilling ate large sandwiches.,13,nested_subject_c,859,ctr_00858,ctr_00858.wav,The happy brothers who saw the games that were exciting ate big sandwiches.
36,20,relationship,plural,past,The happy brothers who witnessed the games that were exciting hungrily ate large sandwiches.,14,nested_subject_d,860,ctr_00859,ctr_00859.wav,The happy brothers who saw the games that were exciting hungrily ate big sandwiches.
37,1,relationship,plural,present,The siblings assist their friends.,4,baseline_a,865,ctr_00864,ctr_00864.wav,The siblings support their friends.
37,2,relationship,plural,present,The siblings always support their companions.,5,baseline_b,866,ctr_00865,ctr_00865.wav,The siblings always support their friends.
37,3,relationship,plural,present,The happy siblings assist their friends.,6,baseline_c,867,ctr_00866,ctr_00866.wav,The happy siblings support their friends.
37,4,relationship,plural,present,The happy siblings always assist their friends.,7,baseline_d,868,ctr_00867,ctr_00867.wav,The happy siblings always support their friends.
37,5,relationship,plural,present,The siblings in the house support their companions.,8,control_a,869,ctr_00868,ctr_00868.wav,The siblings in the house support their friends.
37,6,relationship,plural,present,The brothers in the house always support their friends.,9,control_b,870,ctr_00869,ctr_00869.wav,The siblings in the house always support their friends.
37,7,relationship,plural,present,The joyful siblings in the house support their friends.,9,control_c,871,ctr_00870,ctr_00870.wav,The happy siblings in the house support their friends.
37,8,relationship,plural,present,The joyful siblings in the house always support their friends.,10,control_d,872,ctr_00871,ctr_00871.wav,The happy siblings in the house always support their friends.
37,9,relationship,plural,present,The siblings who distribute toys support their friends.,8,standard_subject_a,873,ctr_00872,ctr_00872.wav,The siblings who share toys support their friends.
37,10,relationship,plural,present,The siblings who distribute toys always support their friends.,9,standard_subject_b,874,ctr_00873,ctr_00873.wav,The siblings who share toys always support their friends.
37,11,relationship,plural,present,The joyful siblings who distribute toys assist their friends.,9,standard_subject_c,875,ctr_00874,ctr_00874.wav,The happy siblings who share toys support their friends.
