numerosity,dataset,structure,theme,sentence,audio_filename,tense,num_words,sentence_id
singular,naturalistic,simple,work,Is he not studying for his exam tonight?,nat_04141.wav,present,8,nat_04141
plural,naturalistic,simple,basic,They will learn how to dance salsa next month,nat_07938.wav,future,9,nat_07938
singular,naturalistic,independent,housing,The house has a big backyard where I can exercise,nat_03549.wav,present,10,nat_03549
singular,naturalistic,dependent,basic,I will not buy the gift that you want,nat_06016.wav,future,9,nat_06016
singular,naturalistic,preposition,weather,The ground was covered with a thick frost,nat_06906.wav,past,8,nat_06906
singular,naturalistic,independent,emotion,The baby will cry because it is hungry and tired,nat_13958.wav,future,10,nat_13958
singular,naturalistic,preposition,housing,Will the new table fit in my small kitchen?,nat_06720.wav,future,9,nat_06720
plural,naturalistic,simple,sport,Don't the coaches think the players will struggle tomorrow?,nat_01235.wav,future,9,nat_01235
plural,naturalistic,dependent,work,Are the tools that the employees use very expensive to buy?,nat_16746.wav,present,11,nat_16746
plural,naturalistic,preposition,emotion,Do the boys on the team feel frustrated?,nat_15480.wav,present,8,nat_15480
plural,naturalistic,simple,food,The cookies are not fresh anymore,nat_10643.wav,present,6,nat_10643
singular,naturalistic,preposition,sport,Wasn't the boxer fighting in the ring last night?,nat_18847.wav,past,9,nat_18847
plural,naturalistic,simple,nature,Will the rabbits have enough shelter from predators?,nat_02251.wav,future,8,nat_02251
singular,naturalistic,dependent,housing,Does she not like the design of the kitchen?,nat_09217.wav,present,9,nat_09217
plural,naturalistic,simple,health,They practice yoga to stay balanced,nat_03670.wav,present,6,nat_03670
plural,naturalistic,simple,science,Do most students not learn physics in school?,nat_18459.wav,present,8,nat_18459
singular,naturalistic,simple,food,Are you on a special diet?,nat_15397.wav,present,6,nat_15397
singular,naturalistic,preposition,relationship,The girl next to my brother is his friend,nat_12350.wav,future,9,nat_12350
singular,naturalistic,preposition,transport,My sister will drive a car for the first time tonight,nat_19736.wav,future,11,nat_19736
singular,naturalistic,simple,transport,Wasn't his car broken down last week?,nat_08505.wav,past,7,nat_08505
singular,naturalistic,simple,transport,This road is not safe for pedestrians,nat_16355.wav,present,7,nat_16355
singular,naturalistic,preposition,emotion,The sound of ocean waves calms my mind,nat_13936.wav,present,8,nat_13936
plural,naturalistic,independent,weather,Are the flowers not blooming yet because it's still winter?,nat_09909.wav,present,10,nat_09909
singular,naturalistic,independent,housing,Was the house quiet while the neighbors were away?,nat_18185.wav,past,9,nat_18185
singular,naturalistic,preposition,humanity,Had the historian spent years researching the ancient civilization?,nat_00947.wav,past,9,nat_00947
singular,naturalistic,preposition,nature,Was the mountain covered with a lot of snow?,nat_11689.wav,past,9,nat_11689
singular,naturalistic,dependent,sport,The gymnast who practices the most will get the highest score,nat_06985.wav,future,11,nat_06985
plural,naturalistic,independent,emotion,They are scared yet they want to try it,nat_13293.wav,present,9,nat_13293
plural,naturalistic,simple,humanity,Are they studying the history of ancient civilizations now?,nat_02970.wav,present,9,nat_02970
singular,naturalistic,independent,transport,The bus didn't stop where I wanted to get off,nat_14679.wav,past,10,nat_14679
plural,naturalistic,dependent,science,People studying physics need to know math,nat_14030.wav,present,7,nat_14030
singular,naturalistic,dependent,transport,Was the hotel room that you booked not clean enough?,nat_03885.wav,past,10,nat_03885
plural,naturalistic,simple,weather,Are the mountains covered with snow?,nat_19545.wav,present,6,nat_19545
singular,naturalistic,independent,housing,She had to call a plumber because the toilet was clogged,nat_17549.wav,past,11,nat_17549
singular,naturalistic,simple,science,Isn't the car running smoothly today?,nat_13259.wav,present,6,nat_13259
singular,naturalistic,simple,shopping,Is the service free of charge?,nat_11910.wav,present,6,nat_11910
singular,naturalistic,simple,weather,Had the storm not passed yet?,nat_06697.wav,past,6,nat_06697
singular,naturalistic,preposition,health,Did the doctor next to you help him recover?,nat_12281.wav,past,9,nat_12281
plural,naturalistic,simple,transport,Some passengers did not have valid tickets,nat_12952.wav,past,7,nat_12952
plural,naturalistic,preposition,humanity,The families in our neighborhood are not very close,nat_17309.wav,present,9,nat_17309
singular,naturalistic,simple,emotion,He had been in a bad mood all day,nat_11079.wav,past,9,nat_11079
singular,naturalistic,dependent,transport,Will the person driving that car not stop at the station?,nat_17865.wav,future,11,nat_17865
singular,naturalistic,preposition,art,The photograph in the frame is a great example of creativity,nat_07131.wav,present,11,nat_07131
plural,naturalistic,preposition,work,Were the results of their hard work very satisfying later?,nat_06058.wav,past,10,nat_06058
plural,naturalistic,simple,food,We should eat more fiber rich foods,nat_01840.wav,present,7,nat_01840
singular,naturalistic,dependent,food,She ate the sandwich her mom had prepared,nat_01564.wav,past,8,nat_01564
plural,naturalistic,dependent,emotion,People who live in small towns are generally friendly,nat_03673.wav,present,9,nat_03673
singular,naturalistic,dependent,art,Does she make pottery that is both useful and beautiful?,nat_19382.wav,present,10,nat_19382
singular,naturalistic,preposition,science,The battery in my laptop is dead,nat_04311.wav,present,7,nat_04311
singular,naturalistic,simple,art,The writer finished her novel in six months,nat_04698.wav,past,8,nat_04698
singular,naturalistic,preposition,humanity,The researcher will study the effects of poverty on education deeply,nat_10750.wav,future,11,nat_10750
singular,naturalistic,independent,food,The man used to eat fast food every day,nat_03320.wav,past,9,nat_03320
plural,naturalistic,independent,housing,Don't they have a garden where they can plant flowers?,nat_05192.wav,present,10,nat_05192
plural,naturalistic,simple,basic,Will the dogs be going for a walk?,nat_10464.wav,future,8,nat_10464
singular,naturalistic,simple,weather,He was not prepared for the flood,nat_04468.wav,past,7,nat_04468
plural,naturalistic,preposition,weather,Do the clouds move quickly across the sky today?,nat_04773.wav,present,9,nat_04773
singular,naturalistic,preposition,housing,The old house on the corner will be demolished soon,nat_06575.wav,future,10,nat_06575
singular,naturalistic,independent,transport,He stopped at a motel because he was very tired,nat_18127.wav,past,10,nat_18127
singular,naturalistic,preposition,shopping,Did he find the phone case under the table?,nat_04709.wav,past,9,nat_04709
singular,naturalistic,simple,work,The student had been preparing for months,nat_00847.wav,past,7,nat_00847
plural,naturalistic,preposition,food,Bottles of water on the table are for everyone to drink,nat_12827.wav,present,11,nat_12827
plural,naturalistic,dependent,emotion,Are the kids going to feel sad when their dog dies?,nat_00838.wav,future,11,nat_00838
plural,naturalistic,simple,humanity,Are they going to film a new documentary?,nat_08740.wav,future,8,nat_08740
singular,naturalistic,dependent,shopping,She found the dress that was on sale for twenty dollars,nat_11125.wav,past,11,nat_11125
plural,naturalistic,preposition,art,The artists next to me will not be famous,nat_07532.wav,future,9,nat_07532
singular,naturalistic,independent,weather,Did it rain but get sunny later that day?,nat_16678.wav,past,9,nat_16678
singular,naturalistic,independent,nature,Is the mountain high where the air is thin?,nat_07759.wav,present,9,nat_07759
plural,naturalistic,dependent,health,Did the doctors not find a cure for the disease they studied?,nat_04597.wav,past,12,nat_04597
plural,naturalistic,simple,relationship,The cousins didn't know each other very well then,nat_09609.wav,past,9,nat_09609
plural,naturalistic,dependent,shopping,We do not trust the online stores that they own,nat_05785.wav,present,10,nat_05785
singular,naturalistic,preposition,basic,The man behind you will be my father,nat_19855.wav,future,8,nat_19855
plural,naturalistic,dependent,sport,We had been looking forward to the big game all week,nat_18191.wav,past,11,nat_18191
singular,naturalistic,simple,emotion,Is the man going to be excited tomorrow?,nat_19308.wav,future,8,nat_19308
plural,naturalistic,preposition,humanity,Had the musicians in the band played at concerts?,nat_00604.wav,past,9,nat_00604
plural,naturalistic,independent,relationship,The kids will not eat vegetables because they taste bad,nat_14625.wav,future,10,nat_14625
singular,naturalistic,preposition,science,The sensor on this device is very sensitive,nat_10270.wav,present,8,nat_10270
singular,naturalistic,simple,weather,Is the weather not getting warmer?,nat_17467.wav,present,6,nat_17467
plural,naturalistic,simple,art,Aren't the concert tickets sold out already?,nat_07225.wav,present,7,nat_07225
plural,naturalistic,simple,nature,The birds had built their nests,nat_02311.wav,past,6,nat_02311
singular,naturalistic,simple,nature,A small plant had grown in the crack of a rock,nat_15213.wav,past,11,nat_15213
singular,naturalistic,preposition,food,Had he been eating too much junk food lately?,nat_13534.wav,past,9,nat_13534
singular,naturalistic,independent,weather,I love summer because the days are long and warm,nat_01982.wav,present,10,nat_01982
plural,naturalistic,simple,art,The artists make beautiful pottery from clay,nat_08391.wav,present,7,nat_08391
singular,naturalistic,preposition,humanity,The documentary about human rights will be shown on television tonight,nat_08677.wav,future,11,nat_08677
singular,naturalistic,dependent,shopping,The discount that they give is not enough for me,nat_11462.wav,present,10,nat_11462
singular,naturalistic,dependent,food,Will he eat the sandwich that his mom made?,nat_05728.wav,future,9,nat_05728
plural,naturalistic,independent,transport,Are the roads not safe for cyclists to ride on?,nat_02823.wav,present,10,nat_02823
singular,naturalistic,dependent,transport,Wasn't the road to the beach closed last summer?,nat_04551.wav,past,9,nat_04551
plural,naturalistic,independent,housing,Are the windows not fixed because the repairman is late?,nat_05336.wav,present,10,nat_05336
plural,naturalistic,independent,transport,The tourists walked for hours but still got lost,nat_11437.wav,past,9,nat_11437
plural,naturalistic,preposition,nature,Had the animals by the river been drinking water?,nat_04453.wav,past,9,nat_04453
plural,naturalistic,independent,science,Kids will not learn physics if they do not practice every day,nat_08186.wav,future,12,nat_08186
plural,naturalistic,simple,basic,They will be happy to see us at the party tonight,nat_12093.wav,future,11,nat_12093
plural,naturalistic,preposition,humanity,Did the writers of the magazine write interesting articles?,nat_11353.wav,past,9,nat_11353
singular,naturalistic,independent,transport,Did the bus not stop here because it was full?,nat_03749.wav,past,10,nat_03749
singular,naturalistic,preposition,art,The violinist will perform a solo in front of her teacher,nat_16953.wav,future,11,nat_16953
plural,naturalistic,simple,food,They often go out for dinner,nat_15659.wav,present,6,nat_15659
singular,naturalistic,preposition,shopping,The cake in the bakery window looks delicious,nat_08001.wav,present,8,nat_08001
singular,naturalistic,dependent,sport,I will eat a healthy meal before the big game,nat_19688.wav,future,10,nat_19688
plural,naturalistic,dependent,relationship,The people who will be moving away are not our relatives,nat_10986.wav,future,11,nat_10986
singular,naturalistic,independent,housing,The house will be warm when the heating system is fixed,nat_11574.wav,future,11,nat_11574
plural,naturalistic,independent,relationship,The kids used to visit their grandparents every summer holiday season,nat_16577.wav,past,11,nat_16577
singular,naturalistic,preposition,housing,Does he not have a key to the apartment?,nat_09079.wav,present,9,nat_09079
singular,naturalistic,simple,work,Her mom is a very good school principal,nat_00524.wav,present,8,nat_00524
plural,naturalistic,simple,art,These dancers are practicing for a big show,nat_17345.wav,present,8,nat_17345
plural,naturalistic,independent,transport,Travelers will not forget their tickets nor will they lose money,nat_09139.wav,future,11,nat_09139
singular,naturalistic,dependent,work,The course that I am taking is very challenging,nat_08450.wav,present,9,nat_08450
singular,naturalistic,dependent,weather,The hail that fell damaged our car,nat_17798.wav,past,7,nat_17798
plural,naturalistic,independent,basic,Did the teachers give homework because the students were being lazy?,nat_18316.wav,past,11,nat_18316
singular,naturalistic,preposition,humanity,Is the movie about history popular among students?,nat_14998.wav,present,8,nat_14998
singular,naturalistic,preposition,relationship,Was the baby on her lap her nephew?,nat_00122.wav,past,8,nat_00122
singular,naturalistic,independent,shopping,The store is not open yet but it will be soon,nat_04366.wav,present,11,nat_04366
singular,naturalistic,dependent,transport,The bus I will ride to work will not be crowded,nat_15414.wav,future,11,nat_15414
plural,naturalistic,preposition,housing,The owners of the house were not very happy,nat_13111.wav,past,9,nat_13111
singular,naturalistic,preposition,basic,Will the man behind you not be helping?,nat_02302.wav,future,8,nat_02302
singular,naturalistic,preposition,emotion,Does the girl in the dark room not feel frightened?,nat_07397.wav,future,10,nat_07397
singular,naturalistic,dependent,work,Will the person who is applying get the position?,nat_11609.wav,future,9,nat_11609
singular,naturalistic,dependent,humanity,Is the historian who will give the lecture very knowledgeable?,nat_17310.wav,future,10,nat_17310
singular,naturalistic,dependent,work,Will the student who finishes first get a prize?,nat_05820.wav,future,9,nat_05820
singular,naturalistic,simple,transport,Was the walk to school very long?,nat_09197.wav,past,7,nat_09197
plural,naturalistic,dependent,housing,The houses that they will design will be very eco-friendly,nat_11652.wav,future,10,nat_11652
singular,naturalistic,dependent,shopping,He had bought the phone that was advertised on TV,nat_16689.wav,past,10,nat_16689
plural,naturalistic,dependent,housing,These apartments are not being cleaned regularly,nat_17277.wav,present,7,nat_17277
plural,naturalistic,independent,humanity,Many people had attended the festival because it was free,nat_08880.wav,past,10,nat_08880
singular,naturalistic,dependent,health,Was she feeling anxious about her upcoming doctor's visit?,nat_03055.wav,past,9,nat_03055
singular,naturalistic,simple,relationship,Will I have a new sibling soon?,nat_03566.wav,future,7,nat_03566
singular,naturalistic,dependent,humanity,Is the museum that we visited yesterday open today?,nat_00048.wav,present,9,nat_00048
plural,naturalistic,independent,housing,We had to clean the house because it was very dirty,nat_10324.wav,past,11,nat_10324
plural,naturalistic,independent,housing,They don't have a house but they have a big apartment,nat_00501.wav,present,11,nat_00501
plural,naturalistic,independent,sport,The coaches will give advice because they are experienced,nat_03185.wav,future,9,nat_03185
singular,naturalistic,independent,nature,The lake will freeze over but still be pretty,nat_13624.wav,future,9,nat_13624
singular,naturalistic,preposition,work,The student from our town got a scholarship,nat_00229.wav,past,8,nat_00229
plural,naturalistic,dependent,weather,Weather forecasters who study climate are very concerned,nat_14435.wav,present,8,nat_14435
plural,naturalistic,preposition,food,The families at the picnic were cooking barbecue,nat_12193.wav,past,8,nat_12193
singular,naturalistic,preposition,art,The art studio will be filled with students on Friday morning,nat_02824.wav,future,11,nat_02824
singular,naturalistic,dependent,work,Does the school that I attend have a good reputation?,nat_08772.wav,present,10,nat_08772
singular,naturalistic,preposition,shopping,Is there a discount for students at this store?,nat_17442.wav,present,9,nat_17442
plural,naturalistic,preposition,nature,Were the trees in the garden watered by the kids?,nat_03007.wav,past,10,nat_03007
plural,naturalistic,preposition,humanity,The women in the village used to make traditional clothes,nat_13927.wav,past,10,nat_13927
singular,naturalistic,independent,relationship,Does a parent worry if their child is very late?,nat_04305.wav,present,10,nat_04305
singular,naturalistic,independent,relationship,Did she not go home because her parents were angry?,nat_19485.wav,past,10,nat_19485
plural,naturalistic,simple,work,People learn new skills daily,nat_01074.wav,present,5,nat_01074
singular,naturalistic,simple,emotion,She will not be happy about the news,nat_10942.wav,future,8,nat_10942
plural,naturalistic,independent,humanity,The tourists were lost because they didn't have a map,nat_14620.wav,past,10,nat_14620
singular,naturalistic,simple,transport,Can I bring my dog on board?,nat_13049.wav,present,7,nat_13049
plural,naturalistic,independent,health,Did the elderly have trouble sleeping because of pain?,nat_07653.wav,past,9,nat_07653
plural,naturalistic,dependent,transport,Are the buses that go to the airport not running?,nat_07210.wav,future,10,nat_07210
singular,naturalistic,preposition,emotion,The boy under the tree was hiding from fear,nat_02944.wav,past,9,nat_02944
singular,naturalistic,simple,emotion,She didn't feel happy about the news,nat_12989.wav,past,7,nat_12989
singular,naturalistic,dependent,nature,Will the rabbit that I will feed be very hungry?,nat_10910.wav,future,10,nat_10910
plural,naturalistic,preposition,emotion,The flowers in the garden will not smell sweet,nat_15081.wav,future,9,nat_15081
plural,naturalistic,preposition,transport,Will they not be driving to the beach tomorrow?,nat_17257.wav,future,9,nat_17257
singular,naturalistic,preposition,sport,Does the rider on the horse have experience?,nat_08638.wav,present,8,nat_08638
singular,naturalistic,dependent,relationship,The woman who raised me was my grandmother,nat_10362.wav,past,8,nat_10362
plural,naturalistic,independent,emotion,Do they get nervous when they are speaking in public or not?,nat_04433.wav,present,12,nat_04433
plural,naturalistic,preposition,transport,The taxis will be waiting outside the airport terminal doors,nat_14627.wav,future,10,nat_14627
plural,naturalistic,simple,art,The musicians will practice their instruments every day,nat_04161.wav,future,8,nat_04161
singular,naturalistic,preposition,science,Is the person behind you good at programming languages?,nat_03117.wav,future,9,nat_03117
singular,naturalistic,simple,nature,A small bird flies very high,nat_17528.wav,present,6,nat_17528
singular,naturalistic,preposition,housing,She did not want to sell her old house,nat_06878.wav,past,9,nat_06878
plural,naturalistic,simple,humanity,The artists will not finish their project on time,nat_17282.wav,future,9,nat_17282
plural,naturalistic,dependent,humanity,The students reading the newspaper are interested in politics,nat_10260.wav,present,9,nat_10260
singular,naturalistic,dependent,food,Is the boy who is eating a vegetarian?,nat_11232.wav,present,8,nat_11232
singular,naturalistic,dependent,health,The man who was coughing had pneumonia,nat_05322.wav,past,7,nat_05322
singular,naturalistic,independent,relationship,My mom is happy when I visit her often,nat_14518.wav,present,9,nat_14518
plural,naturalistic,preposition,nature,Animals across the river will be migrating,nat_19347.wav,future,7,nat_19347
singular,naturalistic,simple,science,Is the computer virus going to be removed tonight?,nat_02419.wav,future,9,nat_02419
singular,naturalistic,dependent,transport,Was the road trip that they took not fun at all?,nat_18698.wav,past,11,nat_18698
singular,naturalistic,dependent,nature,The fox that I will see is very cunning,nat_17152.wav,future,9,nat_17152
plural,naturalistic,simple,transport,Aren't all the traffic lights working today?,nat_07170.wav,present,7,nat_07170
plural,naturalistic,independent,emotion,Why do they get angry when people are making too much noise?,nat_14756.wav,present,12,nat_14756
plural,naturalistic,independent,housing,The roommates will split the bills so it is more affordable,nat_14202.wav,future,11,nat_14202
singular,naturalistic,independent,work,The university will not accept him because his grades are low,nat_01017.wav,future,11,nat_01017
plural,naturalistic,simple,food,Will they be eating breakfast at home tomorrow?,nat_13138.wav,future,8,nat_13138
singular,naturalistic,preposition,health,The girl on my right has a fever,nat_08540.wav,present,8,nat_08540
singular,naturalistic,simple,weather,Will the temperature drop tonight?,nat_07743.wav,future,5,nat_07743
singular,naturalistic,dependent,weather,Was the summer that we spent at the beach very hot?,nat_01928.wav,past,11,nat_01928
singular,naturalistic,dependent,relationship,The man who lived with us was my uncle,nat_18596.wav,past,9,nat_18596
singular,naturalistic,preposition,sport,Will she be competing in the Olympics next year?,nat_00350.wav,future,9,nat_00350
singular,naturalistic,simple,nature,A small bird had built its nest on a tree branch,nat_13960.wav,past,11,nat_13960
plural,naturalistic,preposition,weather,Storms are not common in our region during summer,nat_00223.wav,present,9,nat_00223
plural,naturalistic,dependent,relationship,Had the family who lived next door moved away already?,nat_06030.wav,past,10,nat_06030
plural,naturalistic,simple,nature,The forests will not be so green in a few months,nat_19300.wav,future,11,nat_19300
singular,naturalistic,independent,housing,She loved her new home because it was very quiet,nat_19264.wav,past,10,nat_19264
plural,naturalistic,dependent,humanity,The politicians giving speeches will talk about economic growth,nat_09179.wav,future,9,nat_09179
singular,naturalistic,preposition,food,Does the recipe in this book look easy to make?,nat_14913.wav,future,10,nat_14913
plural,naturalistic,simple,health,People often meditate to reduce stress,nat_02500.wav,present,6,nat_02500
plural,naturalistic,dependent,weather,The people who lived by the sea weren't afraid of hurricanes,nat_18991.wav,past,11,nat_18991
singular,naturalistic,preposition,emotion,Is the fire of passion burning inside you?,nat_15692.wav,present,8,nat_15692
plural,naturalistic,preposition,nature,Are the trees on the hills very tall now?,nat_00564.wav,present,9,nat_00564
singular,naturalistic,dependent,work,Can a person who doesn't speak English get a job?,nat_09774.wav,present,10,nat_09774
plural,naturalistic,dependent,nature,Are the animals going to find food in the forest tonight?,nat_10367.wav,future,11,nat_10367
singular,naturalistic,dependent,basic,My brother who plays guitar is talented,nat_08089.wav,present,7,nat_08089
plural,naturalistic,dependent,food,Did the families who came to the party bring food?,nat_16134.wav,past,10,nat_16134
plural,naturalistic,dependent,shopping,The goods that are not delivered will not be paid for,nat_14809.wav,future,11,nat_14809
plural,naturalistic,simple,housing,The kids played in the attic space,nat_03385.wav,past,7,nat_03385
singular,naturalistic,simple,basic,Will you not join us tonight?,nat_03933.wav,future,6,nat_03933
plural,naturalistic,preposition,housing,Are the home decor stores near here very popular?,nat_07959.wav,present,9,nat_07959
singular,naturalistic,independent,sport,Did the volleyball player spike the ball but miss the block?,nat_02707.wav,past,11,nat_02707
plural,naturalistic,independent,weather,We will have picnics because the weather will be nice,nat_02790.wav,future,10,nat_02790
singular,naturalistic,dependent,nature,The tree standing alone in the field is an oak,nat_03446.wav,present,10,nat_03446
plural,naturalistic,dependent,health,They are eating foods that are good for them,nat_14961.wav,present,9,nat_14961
singular,naturalistic,simple,basic,It was not a good day for her,nat_03535.wav,past,8,nat_03535
plural,naturalistic,preposition,sport,Are the runners without shoes not allowed to compete?,nat_10920.wav,future,9,nat_10920
singular,naturalistic,preposition,basic,Wasn't the man behind you angry?,nat_15712.wav,past,6,nat_15712
plural,naturalistic,preposition,work,Will the students in the classroom be working on a project?,nat_15122.wav,future,11,nat_15122
plural,naturalistic,simple,weather,Will the forecasters issue a flood warning?,nat_11931.wav,future,7,nat_11931
plural,naturalistic,dependent,weather,Did the families who went to the park enjoy the breeze?,nat_19742.wav,past,11,nat_19742
plural,naturalistic,independent,nature,The oceans will rise but islands will still be visible,nat_17661.wav,future,10,nat_17661
plural,naturalistic,dependent,humanity,Do the writers who don't write not get published?,nat_07525.wav,present,9,nat_07525
singular,naturalistic,dependent,art,That violinist plays music that touches my heart,nat_00821.wav,present,8,nat_00821
singular,naturalistic,preposition,food,He will have eaten a whole pizza by himself,nat_10255.wav,future,9,nat_10255
singular,naturalistic,dependent,transport,Does the train that leaves at 5 have food service?,nat_18443.wav,future,10,nat_18443
singular,naturalistic,dependent,humanity,The man who teaches philosophy is very wise indeed,nat_08278.wav,present,9,nat_08278
plural,naturalistic,independent,transport,Do you think cars are convenient but expensive to maintain?,nat_08273.wav,present,10,nat_08273
singular,naturalistic,simple,health,He didn't have health insurance then,nat_19042.wav,past,6,nat_19042
singular,naturalistic,simple,art,Does she paint beautiful landscapes every day?,nat_19220.wav,present,7,nat_19220
plural,naturalistic,preposition,art,Are the artists of this style going to be popular someday?,nat_10889.wav,future,11,nat_10889
plural,naturalistic,simple,humanity,Did people in ancient times live in smaller communities?,nat_09023.wav,past,9,nat_09023
plural,naturalistic,dependent,work,The employees who work hard get a promotion,nat_12018.wav,present,8,nat_12018
singular,naturalistic,independent,science,The physics experiment is successful because of good planning,nat_07645.wav,present,9,nat_07645
plural,naturalistic,independent,work,Teachers don't get enough support but they keep teaching,nat_14785.wav,present,9,nat_14785
singular,naturalistic,dependent,basic,I will not invite the man standing over there,nat_16532.wav,future,9,nat_16532
singular,naturalistic,simple,food,The smell of freshly baked bread is amazing,nat_02833.wav,present,8,nat_02833
plural,naturalistic,dependent,relationship,The kids playing outside are my younger cousins and siblings,nat_11238.wav,present,10,nat_11238
plural,naturalistic,simple,emotion,Didn't the singers feel nervous before performing?,nat_10372.wav,past,7,nat_10372
singular,naturalistic,simple,nature,The mountain is very steep here,nat_07406.wav,present,6,nat_07406
plural,naturalistic,preposition,nature,Fish in the ocean will have eaten plankton,nat_15565.wav,future,8,nat_15565
plural,naturalistic,preposition,humanity,Will the prices of the books on the shelves increase soon?,nat_19027.wav,future,11,nat_19027
singular,naturalistic,independent,science,He doesn't know how to fix the computer or laptop,nat_08240.wav,present,10,nat_08240
plural,naturalistic,simple,work,How will the students benefit from the new program?,nat_11940.wav,future,9,nat_11940
singular,naturalistic,dependent,shopping,Is the product that I will buy really worth the price?,nat_12591.wav,future,11,nat_12591
singular,naturalistic,preposition,science,The program created by her will not run smoothly,nat_15329.wav,future,9,nat_15329
plural,naturalistic,preposition,health,The women at the gym will achieve their fitness goals quickly,nat_09979.wav,future,11,nat_09979
singular,naturalistic,dependent,humanity,Was the painting that hung in the museum very old?,nat_12622.wav,past,10,nat_12622
singular,naturalistic,simple,health,Is he feeling better after the therapy?,nat_07768.wav,present,7,nat_07768
plural,naturalistic,independent,health,Were the babies healthy when they were born prematurely?,nat_17307.wav,past,9,nat_17307
singular,naturalistic,independent,relationship,My friend will move to a new city for her job,nat_04095.wav,future,11,nat_04095
singular,naturalistic,preposition,science,The new smartphone will have a better camera system,nat_02689.wav,future,9,nat_02689
singular,naturalistic,dependent,science,Is the data that the company will collect not secure?,nat_01189.wav,future,10,nat_01189
singular,naturalistic,simple,relationship,Did you have a close relationship with your aunt?,nat_09285.wav,past,9,nat_09285
singular,naturalistic,independent,health,Did the patient not trust her doctor or the treatment?,nat_04845.wav,past,10,nat_04845
singular,naturalistic,simple,weather,Does she love the smell of spring?,nat_05210.wav,present,7,nat_05210
plural,naturalistic,preposition,relationship,Were the brothers and sisters sharing their toys with friends?,nat_03990.wav,past,10,nat_03990
singular,naturalistic,independent,transport,Is the train not running so you have to take a taxi?,nat_08060.wav,present,12,nat_08060
singular,naturalistic,independent,basic,Did she invite you to her birthday party yet?,nat_10565.wav,past,9,nat_10565
plural,naturalistic,preposition,basic,The books on the shelf were written by famous authors,nat_05676.wav,past,10,nat_05676
singular,naturalistic,independent,art,The writer isn't working on a new book now,nat_15696.wav,present,9,nat_15696
plural,naturalistic,simple,food,Do all vegetarians eat tofu regularly?,nat_10950.wav,present,6,nat_10950
singular,naturalistic,dependent,basic,The food that I am eating is not spicy,nat_16160.wav,present,9,nat_16160
plural,naturalistic,simple,relationship,Are your grandparents very old?,nat_15849.wav,present,5,nat_15849
singular,naturalistic,dependent,nature,The plant that my mom likes to water is a flower,nat_19144.wav,present,11,nat_19144
singular,naturalistic,dependent,basic,Can I offer you the drink that you like?,nat_14865.wav,future,9,nat_14865
singular,naturalistic,simple,emotion,The soft music soothes my soul,nat_13586.wav,present,6,nat_13586
singular,naturalistic,preposition,art,Does he not teach music to young students?,nat_14294.wav,present,8,nat_14294
plural,naturalistic,independent,shopping,The stores had sales so people shopped all day,nat_16596.wav,past,9,nat_16596
singular,naturalistic,dependent,shopping,I went to the store that was having a clearance sale,nat_03880.wav,past,11,nat_03880
singular,naturalistic,independent,nature,A flower blooms if it gets enough sunlight,nat_16108.wav,present,8,nat_16108
singular,naturalistic,preposition,science,The engineer did not design the bridge,nat_14390.wav,past,7,nat_14390
singular,naturalistic,simple,art,Will the musician be collaborating with other artists?,nat_17876.wav,future,8,nat_17876
singular,naturalistic,independent,humanity,The museum will have a new exhibit where art meets science,nat_04934.wav,future,11,nat_04934
plural,naturalistic,dependent,transport,Will the traffic jams that we will encounter be very long?,nat_14632.wav,future,11,nat_14632
singular,naturalistic,dependent,nature,Is the soil that is fertile good for farming crops?,nat_19526.wav,present,10,nat_19526
plural,naturalistic,dependent,work,Had the researchers who conducted the study collected enough data?,nat_11975.wav,past,10,nat_11975
singular,naturalistic,simple,art,The painter was inspired by nature scenes,nat_07746.wav,past,7,nat_07746
plural,naturalistic,preposition,housing,The rooms in the hotel were not very comfortable,nat_14771.wav,past,9,nat_14771
singular,naturalistic,dependent,relationship,I will invite the friend that I met at school,nat_05235.wav,future,10,nat_05235
plural,naturalistic,independent,sport,Many athletes will attend the event because they love sports,nat_03945.wav,future,10,nat_03945
singular,naturalistic,simple,work,It will not be easy to find a job,nat_10121.wav,future,9,nat_10121
singular,naturalistic,dependent,art,Can the child who will learn piano become a great musician?,nat_02164.wav,future,11,nat_02164
plural,naturalistic,simple,work,Are the students going to attend the career fair?,nat_02886.wav,future,9,nat_02886
singular,naturalistic,preposition,transport,Hadn't the car been in the shop all week?,nat_10109.wav,past,9,nat_10109
singular,naturalistic,dependent,humanity,The student had read the chapter on economics,nat_08714.wav,past,8,nat_08714
plural,naturalistic,simple,shopping,The customers will not be satisfied with the service,nat_08708.wav,future,9,nat_08708
singular,naturalistic,preposition,food,My sister makes a great cup of tea,nat_17631.wav,present,8,nat_17631
singular,naturalistic,preposition,food,The food on the table will get cold soon,nat_14763.wav,future,9,nat_14763
singular,naturalistic,preposition,science,Did the engineer under him not do a good job?,nat_05666.wav,past,10,nat_05666
singular,naturalistic,simple,weather,The spring will arrive early this year,nat_00172.wav,future,7,nat_00172
singular,naturalistic,independent,relationship,My friend was sad yet she still went to school,nat_00639.wav,past,10,nat_00639
singular,naturalistic,simple,food,The orange was peeled and eaten,nat_14746.wav,past,6,nat_14746
plural,naturalistic,dependent,weather,We will not have sunshine during the hurricane season,nat_14528.wav,future,9,nat_14528
