set_number,sentID_in_set,theme,numerosity,tense,sentence,word_count,structure,sentID_in_dataset,sentence_id,audio_filename
23,20,health,singular,past,The experienced nurse who studied the file that was misplaced carelessly gave the child medicine.,15,nested_subject_d,548,ctr_00547,ctr_00547.wav
24,1,health,singular,present,The patient endures pain.,4,baseline_a,553,ctr_00552,ctr_00552.wav
24,2,health,singular,present,The patient bravely endures pain.,5,baseline_b,554,ctr_00553,ctr_00553.wav
24,3,health,singular,present,The sick patient endures pain.,5,baseline_c,555,ctr_00554,ctr_00554.wav
24,4,health,singular,present,The sick patient bravely endures pain.,6,baseline_d,556,ctr_00555,ctr_00555.wav
24,5,health,singular,present,The patient in bed endures pain.,6,control_a,557,ctr_00556,ctr_00556.wav
24,6,health,singular,present,The patient in bed bravely endures pain.,7,control_b,558,ctr_00557,ctr_00557.wav
24,7,health,singular,present,The sick patient in bed endures pain.,7,control_c,559,ctr_00558,ctr_00558.wav
24,8,health,singular,present,The sick patient in bed bravely endures pain.,8,control_d,560,ctr_00559,ctr_00559.wav
24,9,health,singular,present,The patient who coughs endures pain.,6,standard_subject_a,561,ctr_00560,ctr_00560.wav
24,10,health,singular,present,The patient who coughs bravely endures pain.,7,standard_subject_b,562,ctr_00561,ctr_00561.wav
24,11,health,singular,present,The sick patient who coughs endures pain.,7,standard_subject_c,563,ctr_00562,ctr_00562.wav
24,12,health,singular,present,The sick patient who coughs bravely endures pain.,8,standard_subject_d,564,ctr_00563,ctr_00563.wav
24,13,health,singular,present,The patient who the doctor visited endures pain.,8,standard_object_a,565,ctr_00564,ctr_00564.wav
24,14,health,singular,present,The patient who the doctor visited bravely endures pain.,9,standard_object_b,566,ctr_00565,ctr_00565.wav
24,15,health,singular,present,The sick patient who the doctor visited endures pain.,9,standard_object_c,567,ctr_00566,ctr_00566.wav
24,16,health,singular,present,The sick patient who the doctor visited bravely endures pain.,10,standard_object_d,568,ctr_00567,ctr_00567.wav
24,17,health,singular,present,The patient who read the book that had a lot of advice endures pain.,14,nested_subject_a,569,ctr_00568,ctr_00568.wav
24,18,health,singular,present,The patient who read the book that had a lot of advice bravely endures pain.,15,nested_subject_b,570,ctr_00569,ctr_00569.wav
24,19,health,singular,present,The sick patient who read the book that had a lot of advice endures pain.,15,nested_subject_c,571,ctr_00570,ctr_00570.wav
24,20,health,singular,present,The sick patient who read the book that had a lot of advice bravely endures pain.,16,nested_subject_d,572,ctr_00571,ctr_00571.wav
25,1,housing,plural,past,The plumbers fixed clogged pipes.,5,baseline_a,577,ctr_00576,ctr_00576.wav
25,2,housing,plural,past,The plumbers carefully fixed clogged pipes.,6,baseline_b,578,ctr_00577,ctr_00577.wav
25,3,housing,plural,past,The professional plumbers fixed clogged pipes.,6,baseline_c,579,ctr_00578,ctr_00578.wav
25,4,housing,plural,past,The professional plumbers carefully fixed clogged pipes.,7,baseline_d,580,ctr_00579,ctr_00579.wav
25,5,housing,plural,past,The plumbers under the sink fixed clogged pipes.,8,control_a,581,ctr_00580,ctr_00580.wav
25,6,housing,plural,past,The plumbers under the sink carefully fixed clogged pipes.,9,control_b,582,ctr_00581,ctr_00581.wav
25,7,housing,plural,past,The professional plumbers under the sink fixed clogged pipes.,9,control_c,583,ctr_00582,ctr_00582.wav
25,8,housing,plural,past,The professional plumbers under the sink carefully fixed clogged pipes.,10,control_d,584,ctr_00583,ctr_00583.wav
25,9,housing,plural,past,The plumbers who studied diagrams fixed clogged pipes.,8,standard_subject_a,585,ctr_00584,ctr_00584.wav
25,10,housing,plural,past,The plumbers who studied diagrams carefully fixed clogged pipes.,9,standard_subject_b,586,ctr_00585,ctr_00585.wav
25,11,housing,plural,past,The professional plumbers who studied diagrams fixed clogged pipes.,9,standard_subject_c,587,ctr_00586,ctr_00586.wav
25,12,housing,plural,past,The professional plumbers who studied diagrams carefully fixed clogged pipes.,10,standard_subject_d,588,ctr_00587,ctr_00587.wav
25,13,housing,plural,past,The plumbers who the constructors hired fixed clogged pipes.,9,standard_object_a,589,ctr_00588,ctr_00588.wav
25,14,housing,plural,past,The plumbers who the constructors hired carefully fixed clogged pipes.,10,standard_object_b,590,ctr_00589,ctr_00589.wav
25,15,housing,plural,past,The professional plumbers who the constructors hired fixed clogged pipes.,10,standard_object_c,591,ctr_00590,ctr_00590.wav
25,16,housing,plural,past,The professional plumbers who the constructors hired carefully fixed clogged pipes.,11,standard_object_d,592,ctr_00591,ctr_00591.wav
25,17,housing,plural,past,The plumbers who checked the pumps that were sold online fixed clogged pipes.,13,nested_subject_a,593,ctr_00592,ctr_00592.wav
25,18,housing,plural,past,The plumbers who checked the pumps that were sold online carefully fixed clogged pipes.,14,nested_subject_b,594,ctr_00593,ctr_00593.wav
25,19,housing,plural,past,The professional plumbers who checked the pumps that were sold online fixed clogged pipes.,14,nested_subject_c,595,ctr_00594,ctr_00594.wav
25,20,housing,plural,past,The professional plumbers who checked the pumps that were sold online carefully fixed clogged pipes.,15,nested_subject_d,596,ctr_00595,ctr_00595.wav
26,1,housing,plural,present,Painters decorate the new houses.,5,baseline_a,601,ctr_00600,ctr_00600.wav
26,2,housing,plural,present,Painters gradually decorate the new houses.,6,baseline_b,602,ctr_00601,ctr_00601.wav
26,3,housing,plural,present,Skilled painters decorate the new houses.,6,baseline_c,603,ctr_00602,ctr_00602.wav
26,4,housing,plural,present,Skilled painters gradually decorate the new houses.,7,baseline_d,604,ctr_00603,ctr_00603.wav
26,5,housing,plural,present,Painters in the big studios decorate the new houses.,9,control_a,605,ctr_00604,ctr_00604.wav
26,6,housing,plural,present,Painters in the big studios gradually decorate the new houses.,10,control_b,606,ctr_00605,ctr_00605.wav
26,7,housing,plural,present,Skilled painters in the big studios decorate the new houses.,10,control_c,607,ctr_00606,ctr_00606.wav
26,8,housing,plural,present,Skilled painters in the big studios gradually decorate the new houses.,11,control_d,608,ctr_00607,ctr_00607.wav
26,9,housing,plural,present,Painters who study art decorate the new houses.,8,standard_subject_a,609,ctr_00608,ctr_00608.wav
26,10,housing,plural,present,Painters who study art gradually decorate the new houses.,9,standard_subject_b,610,ctr_00609,ctr_00609.wav
26,11,housing,plural,present,Skilled painters who study art decorate the new houses.,9,standard_subject_c,611,ctr_00610,ctr_00610.wav
26,12,housing,plural,present,Skilled painters who study art gradually decorate the new houses.,10,standard_subject_d,612,ctr_00611,ctr_00611.wav
26,13,housing,plural,present,Painters who the architects hire decorate the new houses.,9,standard_object_a,613,ctr_00612,ctr_00612.wav
26,14,housing,plural,present,Painters who the architects hire gradually decorate the new houses.,10,standard_object_b,614,ctr_00613,ctr_00613.wav
26,15,housing,plural,present,Skilled painters who the architects hire decorate the new houses.,10,standard_object_c,615,ctr_00614,ctr_00614.wav
26,16,housing,plural,present,Skilled painters who the architects hire gradually decorate the new houses.,11,standard_object_d,616,ctr_00615,ctr_00615.wav
26,17,housing,plural,present,Painters who learn techniques that are popular abroad decorate the new houses.,13,nested_subject_a,617,ctr_00616,ctr_00616.wav
26,18,housing,plural,present,Painters who learn techniques that are popular abroad gradually decorate the new houses.,13,nested_subject_b,618,ctr_00617,ctr_00617.wav
26,19,housing,plural,present,Skilled painters who learn techniques that are popular abroad decorate the new houses.,13,nested_subject_c,619,ctr_00618,ctr_00618.wav
26,20,housing,plural,present,Skilled painters who learn techniques that are popular abroad gradually decorate the new houses.,14,nested_subject_d,620,ctr_00619,ctr_00619.wav
27,1,housing,singular,past,The handyman painted the old door.,6,baseline_a,625,ctr_00624,ctr_00624.wav
27,2,housing,singular,past,The handyman quickly painted the old door.,7,baseline_b,626,ctr_00625,ctr_00625.wav
27,3,housing,singular,past,The skilled handyman painted the old door.,7,baseline_c,627,ctr_00626,ctr_00626.wav
27,4,housing,singular,past,The skilled handyman quickly painted the old door.,8,baseline_d,628,ctr_00627,ctr_00627.wav
27,5,housing,singular,past,The handyman in the house painted the old door.,9,control_a,629,ctr_00628,ctr_00628.wav
27,6,housing,singular,past,The handyman in the house quickly painted the old door.,10,control_b,630,ctr_00629,ctr_00629.wav
27,7,housing,singular,past,The skilled handyman in the house painted the old door.,10,control_c,631,ctr_00630,ctr_00630.wav
27,8,housing,singular,past,The skilled handyman in the house quickly painted the old door.,11,control_d,632,ctr_00631,ctr_00631.wav
27,9,housing,singular,past,The handyman who learned fast painted the old door.,9,standard_subject_a,633,ctr_00632,ctr_00632.wav
27,10,housing,singular,past,The handyman who learned fast quickly painted the old door.,10,standard_subject_b,634,ctr_00633,ctr_00633.wav
27,11,housing,singular,past,The skilled handyman who learned fast painted the old door.,10,standard_subject_c,635,ctr_00634,ctr_00634.wav
27,12,housing,singular,past,The skilled handyman who learned fast quickly painted the old door.,11,standard_subject_d,636,ctr_00635,ctr_00635.wav
27,13,housing,singular,past,The handyman who the client paid painted the old door.,10,standard_object_a,637,ctr_00636,ctr_00636.wav
27,14,housing,singular,past,The handyman who the client paid quickly painted the old door.,11,standard_object_b,638,ctr_00637,ctr_00637.wav
27,15,housing,singular,past,The skilled handyman who the client paid painted the old door.,11,standard_object_c,639,ctr_00638,ctr_00638.wav
27,16,housing,singular,past,The skilled handyman who the client paid quickly painted the old door.,12,standard_object_d,640,ctr_00639,ctr_00639.wav
27,17,housing,singular,past,The handyman who read the manual that was written in French painted the old door.,15,nested_subject_a,641,ctr_00640,ctr_00640.wav
27,18,housing,singular,past,The handyman who read the manual that was written in French quickly painted the old door.,16,nested_subject_b,642,ctr_00641,ctr_00641.wav
27,19,housing,singular,past,The skilled handyman who read the manual that was written in French painted the old door.,16,nested_subject_c,643,ctr_00642,ctr_00642.wav
27,20,housing,singular,past,The skilled handyman who read the manual that was written in French quickly painted the old door.,17,nested_subject_d,644,ctr_00643,ctr_00643.wav
28,1,housing,singular,present,The neighbor fixes the chair.,5,baseline_a,649,ctr_00648,ctr_00648.wav
28,2,housing,singular,present,The neighbor carefully fixes the chair.,6,baseline_b,650,ctr_00649,ctr_00649.wav
28,3,housing,singular,present,The experienced neighbor fixes the chair.,6,baseline_c,651,ctr_00650,ctr_00650.wav
28,4,housing,singular,present,The experienced neighbor carefully fixes the chair.,7,baseline_d,652,ctr_00651,ctr_00651.wav
28,5,housing,singular,present,The neighbor in the house fixes the chair.,8,control_a,653,ctr_00652,ctr_00652.wav
28,6,housing,singular,present,The neighbor in the house carefully fixes the chair.,9,control_b,654,ctr_00653,ctr_00653.wav
28,7,housing,singular,present,The experienced neighbor in the house fixes the chair.,9,control_c,655,ctr_00654,ctr_00654.wav
28,8,housing,singular,present,The experienced neighbor in the house carefully fixes the chair.,10,control_d,656,ctr_00655,ctr_00655.wav
28,9,housing,singular,present,The neighbor who studied hard fixes the chair.,8,standard_subject_a,657,ctr_00656,ctr_00656.wav
28,10,housing,singular,present,The neighbor who studied hard carefully fixes the chair.,9,standard_subject_b,658,ctr_00657,ctr_00657.wav
28,11,housing,singular,present,The experienced neighbor who studied hard fixes the chair.,9,standard_subject_c,659,ctr_00658,ctr_00658.wav
28,12,housing,singular,present,The experienced neighbor who studied hard carefully fixes the chair.,10,standard_subject_d,660,ctr_00659,ctr_00659.wav
28,13,housing,singular,present,The neighbor who the owner hired fixes the chair.,9,standard_object_a,661,ctr_00660,ctr_00660.wav
28,14,housing,singular,present,The neighbor who the owner hired carefully fixes the chair.,10,standard_object_b,662,ctr_00661,ctr_00661.wav
28,15,housing,singular,present,The experienced neighbor who the owner hired fixes the chair.,10,standard_object_c,663,ctr_00662,ctr_00662.wav
28,16,housing,singular,present,The experienced neighbor who the owner hired carefully fixes the chair.,11,standard_object_d,664,ctr_00663,ctr_00663.wav
28,17,housing,singular,present,The neighbor who read the manual that was in the box fixes the chair.,14,nested_subject_a,665,ctr_00664,ctr_00664.wav
28,18,housing,singular,present,The neighbor who read the manual that was in the box carefully fixes the chair.,15,nested_subject_b,666,ctr_00665,ctr_00665.wav
28,19,housing,singular,present,The experienced neighbor who read the manual that was in the box fixes the chair.,15,nested_subject_c,667,ctr_00666,ctr_00666.wav
28,20,housing,singular,present,The experienced neighbor who read the manual that was in the box carefully fixes the chair.,16,nested_subject_d,668,ctr_00667,ctr_00667.wav
29,1,humanity,plural,past,Historians collected the documents.,4,baseline_a,673,ctr_00672,ctr_00672.wav
29,2,humanity,plural,past,Historians carefully collected the documents.,5,baseline_b,674,ctr_00673,ctr_00673.wav
29,3,humanity,plural,past,Experienced historians collected the documents.,5,baseline_c,675,ctr_00674,ctr_00674.wav
29,4,humanity,plural,past,Experienced historians carefully collected the documents.,6,baseline_d,676,ctr_00675,ctr_00675.wav
29,5,humanity,plural,past,Historians in the library collected the documents.,7,control_a,677,ctr_00676,ctr_00676.wav
29,6,humanity,plural,past,Historians in the library carefully collected the documents.,8,control_b,678,ctr_00677,ctr_00677.wav
29,7,humanity,plural,past,Experienced historians in the library collected the documents.,8,control_c,679,ctr_00678,ctr_00678.wav
29,8,humanity,plural,past,Experienced historians in the library carefully collected the documents.,9,control_d,680,ctr_00679,ctr_00679.wav
29,9,humanity,plural,past,Historians who worked late collected the documents.,7,standard_subject_a,681,ctr_00680,ctr_00680.wav
29,10,humanity,plural,past,Historians who worked late carefully collected the documents.,8,standard_subject_b,682,ctr_00681,ctr_00681.wav
29,11,humanity,plural,past,Experienced historians who worked late collected the documents.,8,standard_subject_c,683,ctr_00682,ctr_00682.wav
29,12,humanity,plural,past,Experienced historians who worked late carefully collected the documents.,9,standard_subject_d,684,ctr_00683,ctr_00683.wav
29,13,humanity,plural,past,Historians who the students admired collected the documents.,8,standard_object_a,685,ctr_00684,ctr_00684.wav
29,14,humanity,plural,past,Historians who the students admired carefully collected the documents.,9,standard_object_b,686,ctr_00685,ctr_00685.wav
29,15,humanity,plural,past,Experienced historians who the students admired collected the documents.,9,standard_object_c,687,ctr_00686,ctr_00686.wav
29,16,humanity,plural,past,Experienced historians who the students admired carefully collected the documents.,10,standard_object_d,688,ctr_00687,ctr_00687.wav
29,17,humanity,plural,past,Historians who analyzed the books that contained the data collected the documents.,12,nested_subject_a,689,ctr_00688,ctr_00688.wav
29,18,humanity,plural,past,Historians who analyzed the books that contained the data carefully collected the documents.,13,nested_subject_b,690,ctr_00689,ctr_00689.wav
29,19,humanity,plural,past,Experienced historians who analyzed the books that contained the data collected the documents.,13,nested_subject_c,691,ctr_00690,ctr_00690.wav
29,20,humanity,plural,past,Experienced historians who analyzed the books that contained the data carefully collected the documents.,14,nested_subject_d,692,ctr_00691,ctr_00691.wav
30,1,humanity,plural,present,The artists paint the sculptures.,5,baseline_a,697,ctr_00696,ctr_00696.wav
30,2,humanity,plural,present,The artists carefully paint the sculptures.,6,baseline_b,698,ctr_00697,ctr_00697.wav
30,3,humanity,plural,present,The talented artists paint the sculptures.,6,baseline_c,699,ctr_00698,ctr_00698.wav
30,4,humanity,plural,present,The talented artists carefully paint the sculptures.,7,baseline_d,700,ctr_00699,ctr_00699.wav
30,5,humanity,plural,present,The artists in the studios paint the sculptures.,8,control_a,701,ctr_00700,ctr_00700.wav
30,6,humanity,plural,present,The artists in the studios carefully paint the sculptures.,9,control_b,702,ctr_00701,ctr_00701.wav
30,7,humanity,plural,present,The talented artists in the studios paint the sculptures.,9,control_c,703,ctr_00702,ctr_00702.wav
30,8,humanity,plural,present,The talented artists in the studios carefully paint the sculptures.,10,control_d,704,ctr_00703,ctr_00703.wav
30,9,humanity,plural,present,The artists who attended the workshops paint the sculptures.,9,standard_subject_a,705,ctr_00704,ctr_00704.wav
30,10,humanity,plural,present,The artists who attended the workshops carefully paint the sculptures.,10,standard_subject_b,706,ctr_00705,ctr_00705.wav
30,11,humanity,plural,present,The talented artists who attended the workshops paint the sculptures.,10,standard_subject_c,707,ctr_00706,ctr_00706.wav
30,12,humanity,plural,present,The talented artists who attended the workshops carefully paint the sculptures.,11,standard_subject_d,708,ctr_00707,ctr_00707.wav
30,13,humanity,plural,present,The artists who the curators interviewed paint the sculptures.,9,standard_object_a,709,ctr_00708,ctr_00708.wav
30,14,humanity,plural,present,The artists who the curators interviewed carefully paint the sculptures.,10,standard_object_b,710,ctr_00709,ctr_00709.wav
30,15,humanity,plural,present,The talented artists who the curators interviewed paint the sculptures.,10,standard_object_c,711,ctr_00710,ctr_00710.wav
30,16,humanity,plural,present,The talented artists who the curators interviewed carefully paint the sculptures.,11,standard_object_d,712,ctr_00711,ctr_00711.wav
30,17,humanity,plural,present,The artists who saw the designs that were exhibited paint the sculptures.,12,nested_subject_a,713,ctr_00712,ctr_00712.wav
30,18,humanity,plural,present,The artists who saw the designs that were exhibited carefully paint the sculptures.,13,nested_subject_b,714,ctr_00713,ctr_00713.wav
30,19,humanity,plural,present,The talented artists who saw the designs that were exhibited paint the sculptures.,13,nested_subject_c,715,ctr_00714,ctr_00714.wav
30,20,humanity,plural,present,The talented artists who saw the designs that were exhibited carefully paint the sculptures.,14,nested_subject_d,716,ctr_00715,ctr_00715.wav
31,1,humanity,singular,past,The historian wrote a new book.,6,baseline_a,721,ctr_00720,ctr_00720.wav
31,2,humanity,singular,past,The historian quickly wrote a new book.,7,baseline_b,722,ctr_00721,ctr_00721.wav
31,3,humanity,singular,past,The experienced historian wrote a new book.,7,baseline_c,723,ctr_00722,ctr_00722.wav
31,4,humanity,singular,past,The experienced historian quickly wrote a new book.,8,baseline_d,724,ctr_00723,ctr_00723.wav
31,5,humanity,singular,past,The historian in the library wrote a new book.,9,control_a,725,ctr_00724,ctr_00724.wav
31,6,humanity,singular,past,The historian in the library quickly wrote a new book.,10,control_b,726,ctr_00725,ctr_00725.wav
31,7,humanity,singular,past,The experienced historian in the library wrote a new book.,10,control_c,727,ctr_00726,ctr_00726.wav
31,8,humanity,singular,past,The experienced historian in the library quickly wrote a new book.,11,control_d,728,ctr_00727,ctr_00727.wav
31,9,humanity,singular,past,The historian who studied ancient civilizations wrote a new book.,10,standard_subject_a,729,ctr_00728,ctr_00728.wav
31,10,humanity,singular,past,The historian who studied ancient civilizations quickly wrote a new book.,11,standard_subject_b,730,ctr_00729,ctr_00729.wav
31,11,humanity,singular,past,The experienced historian who studied ancient civilizations wrote a new book.,11,standard_subject_c,731,ctr_00730,ctr_00730.wav
31,12,humanity,singular,past,The experienced historian who studied ancient civilizations quickly wrote a new book.,12,standard_subject_d,732,ctr_00731,ctr_00731.wav
31,13,humanity,singular,past,The historian who the researcher interviewed wrote a new book.,10,standard_object_a,733,ctr_00732,ctr_00732.wav
31,14,humanity,singular,past,The historian who the researcher interviewed quickly wrote a new book.,11,standard_object_b,734,ctr_00733,ctr_00733.wav
31,15,humanity,singular,past,The experienced historian who the researcher interviewed wrote a new book.,11,standard_object_c,735,ctr_00734,ctr_00734.wav
31,16,humanity,singular,past,The experienced historian who the researcher interviewed quickly wrote a new book.,12,standard_object_d,736,ctr_00735,ctr_00735.wav
31,17,humanity,singular,past,The historian who read the scroll that the monk found wrote a new book.,14,nested_subject_a,737,ctr_00736,ctr_00736.wav
31,18,humanity,singular,past,The historian who read the scroll that the monk found quickly wrote a new book.,15,nested_subject_b,738,ctr_00737,ctr_00737.wav
31,19,humanity,singular,past,The experienced historian who read the scroll that the monk found wrote a new book.,15,nested_subject_c,739,ctr_00738,ctr_00738.wav
31,20,humanity,singular,past,The experienced historian who read the scroll that the monk found quickly wrote a new book.,16,nested_subject_d,740,ctr_00739,ctr_00739.wav
32,1,humanity,singular,present,The historian writes the article.,5,baseline_a,745,ctr_00744,ctr_00744.wav
32,2,humanity,singular,present,The historian carefully writes the article.,6,baseline_b,746,ctr_00745,ctr_00745.wav
32,3,humanity,singular,present,The experienced historian writes the article.,6,baseline_c,747,ctr_00746,ctr_00746.wav
32,4,humanity,singular,present,The experienced historian carefully writes the article.,7,baseline_d,748,ctr_00747,ctr_00747.wav
32,5,humanity,singular,present,The historian in the library writes the article.,8,control_a,749,ctr_00748,ctr_00748.wav
32,6,humanity,singular,present,The historian in the library carefully writes the article.,9,control_b,750,ctr_00749,ctr_00749.wav
32,7,humanity,singular,present,The experienced historian in the library writes the article.,9,control_c,751,ctr_00750,ctr_00750.wav
32,8,humanity,singular,present,The experienced historian in the library carefully writes the article.,10,control_d,752,ctr_00751,ctr_00751.wav
32,9,humanity,singular,present,The historian who studied archives writes the article.,8,standard_subject_a,753,ctr_00752,ctr_00752.wav
32,10,humanity,singular,present,The historian who studied archives carefully writes the article.,9,standard_subject_b,754,ctr_00753,ctr_00753.wav
32,11,humanity,singular,present,The experienced historian who studied archives writes the article.,9,standard_subject_c,755,ctr_00754,ctr_00754.wav
32,12,humanity,singular,present,The experienced historian who studied archives carefully writes the article.,10,standard_subject_d,756,ctr_00755,ctr_00755.wav
32,13,humanity,singular,present,The historian who the editor assigned writes the article.,9,standard_object_a,757,ctr_00756,ctr_00756.wav
32,14,humanity,singular,present,The historian who the editor assigned carefully writes the article.,10,standard_object_b,758,ctr_00757,ctr_00757.wav
32,15,humanity,singular,present,The experienced historian who the editor assigned writes the article.,10,standard_object_c,759,ctr_00758,ctr_00758.wav
32,16,humanity,singular,present,The experienced historian who the editor assigned carefully writes the article.,11,standard_object_d,760,ctr_00759,ctr_00759.wav
32,17,humanity,singular,present,The historian who read the manuscript that was in storage writes the article.,13,nested_subject_a,761,ctr_00760,ctr_00760.wav
32,18,humanity,singular,present,The historian who read the manuscript that was in storage carefully writes the article.,14,nested_subject_b,762,ctr_00761,ctr_00761.wav
32,19,humanity,singular,present,The experienced historian who read the manuscript that was in storage writes the article.,14,nested_subject_c,763,ctr_00762,ctr_00762.wav
32,20,humanity,singular,present,The experienced historian who read the manuscript that was in storage carefully writes the article.,15,nested_subject_d,764,ctr_00763,ctr_00763.wav
33,1,nature,plural,present,The animals eat the tasty plants.,6,baseline_a,769,ctr_00768,ctr_00768.wav
33,2,nature,plural,present,The animals quickly eat the tasty plants.,7,baseline_b,770,ctr_00769,ctr_00769.wav
33,3,nature,plural,present,The big animals eat the tasty plants.,7,baseline_c,771,ctr_00770,ctr_00770.wav
33,4,nature,plural,present,The big animals quickly eat the tasty plants.,8,baseline_d,772,ctr_00771,ctr_00771.wav
33,5,nature,plural,present,The animals in the forest eat the tasty plants.,9,control_a,773,ctr_00772,ctr_00772.wav
33,6,nature,plural,present,The animals in the forest quickly eat the tasty plants.,10,control_b,774,ctr_00773,ctr_00773.wav
33,7,nature,plural,present,The big animals in the forest eat the tasty plants.,10,control_c,775,ctr_00774,ctr_00774.wav
33,8,nature,plural,present,The big animals in the forest quickly eat the tasty plants.,11,control_d,776,ctr_00775,ctr_00775.wav
33,9,nature,plural,present,The animals that have strong legs eat the tasty plants.,10,standard_subject_a,777,ctr_00776,ctr_00776.wav
33,10,nature,plural,present,The animals that have strong legs quickly eat the tasty plants.,11,standard_subject_b,778,ctr_00777,ctr_00777.wav
33,11,nature,plural,present,The big animals that have strong legs eat the tasty plants.,11,standard_subject_c,779,ctr_00778,ctr_00778.wav
33,12,nature,plural,present,The big animals that have strong legs quickly eat the tasty plants.,12,standard_subject_d,780,ctr_00779,ctr_00779.wav
33,13,nature,plural,present,The animals that the tourists photograph eat the tasty plants.,10,standard_object_a,781,ctr_00780,ctr_00780.wav
33,14,nature,plural,present,The animals that the tourists photograph quickly eat the tasty plants.,11,standard_object_b,782,ctr_00781,ctr_00781.wav
33,15,nature,plural,present,The big animals that the tourists photograph eat the tasty plants.,11,standard_object_c,783,ctr_00782,ctr_00782.wav
33,16,nature,plural,present,The big animals that the tourists photograph quickly eat the tasty plants.,12,standard_object_d,784,ctr_00783,ctr_00783.wav
33,17,nature,plural,present,The animals that eat the leaves that are high on trees eat the tasty plants.,15,nested_subject_a,785,ctr_00784,ctr_00784.wav
33,18,nature,plural,present,The animals that eat the leaves that are high on trees quickly eat the tasty plants.,16,nested_subject_b,786,ctr_00785,ctr_00785.wav
33,19,nature,plural,present,The big animals that eat the leaves that are high on trees eat the tasty plants.,16,nested_subject_c,787,ctr_00786,ctr_00786.wav
33,20,nature,plural,present,The big animals that eat the leaves that are high on trees quickly eat the tasty plants.,17,nested_subject_d,788,ctr_00787,ctr_00787.wav
34,1,nature,singular,past,The fox entered the den.,6,baseline_a,793,ctr_00792,ctr_00792.wav
34,2,nature,singular,past,The fox quietly entered the den.,7,baseline_b,794,ctr_00793,ctr_00793.wav
34,3,nature,singular,past,The brown fox entered the den.,6,baseline_c,795,ctr_00794,ctr_00794.wav
34,4,nature,singular,past,The brown fox quietly entered the den.,8,baseline_d,796,ctr_00795,ctr_00795.wav
34,5,nature,singular,past,The fox in the forest entered the den.,9,control_a,797,ctr_00796,ctr_00796.wav
34,6,nature,singular,past,The fox in the forest quietly entered the den.,10,control_b,798,ctr_00797,ctr_00797.wav
34,7,nature,singular,past,The brown fox in the forest entered the den.,9,control_c,799,ctr_00798,ctr_00798.wav
34,8,nature,singular,past,The brown fox in the forest quietly entered the den.,11,control_d,800,ctr_00799,ctr_00799.wav
34,9,nature,singular,past,The fox who jumped the fence entered the den.,9,standard_subject_a,801,ctr_00800,ctr_00800.wav
34,10,nature,singular,past,The fox who jumped the fence quietly entered the den.,10,standard_subject_b,802,ctr_00801,ctr_00801.wav
34,11,nature,singular,past,The brown fox who jumped the fence entered the den.,9,standard_subject_c,803,ctr_00802,ctr_00802.wav
34,12,nature,singular,past,The brown fox who jumped the fence quietly entered the den.,11,standard_subject_d,804,ctr_00803,ctr_00803.wav
34,13,nature,singular,past,The fox who the hiker followed entered the den.,10,standard_object_a,805,ctr_00804,ctr_00804.wav
34,14,nature,singular,past,The fox who the hiker followed quietly entered the den.,11,standard_object_b,806,ctr_00805,ctr_00805.wav
34,15,nature,singular,past,The brown fox who the hiker followed entered the den.,10,standard_object_c,807,ctr_00806,ctr_00806.wav
34,16,nature,singular,past,The brown fox who the hiker followed quietly entered the den.,12,standard_object_d,808,ctr_00807,ctr_00807.wav
34,17,nature,singular,past,The fox who chased the rabbit that jumped high entered the den.,13,nested_subject_a,809,ctr_00808,ctr_00808.wav
34,18,nature,singular,past,The fox who chased the rabbit that jumped high quietly entered the den.,14,nested_subject_b,810,ctr_00809,ctr_00809.wav
34,19,nature,singular,past,The brown fox who chased the rabbit that jumped high entered the den.,13,nested_subject_c,811,ctr_00810,ctr_00810.wav
34,20,nature,singular,past,The brown fox who chased the rabbit that jumped high quietly entered the den.,15,nested_subject_d,812,ctr_00811,ctr_00811.wav
35,1,nature,singular,present,The farmer grows a big plant.,6,baseline_a,817,ctr_00816,ctr_00816.wav
35,2,nature,singular,present,The farmer diligently grows a big plant.,7,baseline_b,818,ctr_00817,ctr_00817.wav
35,3,nature,singular,present,The skilled farmer grows a big plant.,7,baseline_c,819,ctr_00818,ctr_00818.wav
35,4,nature,singular,present,The skilled farmer diligently grows a big plant.,8,baseline_d,820,ctr_00819,ctr_00819.wav
35,5,nature,singular,present,The farmer in the field grows a big plant.,9,control_a,821,ctr_00820,ctr_00820.wav
35,6,nature,singular,present,The farmer in the field diligently grows a big plant.,10,control_b,822,ctr_00821,ctr_00821.wav
35,7,nature,singular,present,The skilled farmer in the field grows a big plant.,10,control_c,823,ctr_00822,ctr_00822.wav
35,8,nature,singular,present,The skilled farmer in the field diligently grows a big plant.,11,control_d,824,ctr_00823,ctr_00823.wav
35,9,nature,singular,present,The farmer who knows crops grows a big plant.,9,standard_subject_a,825,ctr_00824,ctr_00824.wav
35,10,nature,singular,present,The farmer who knows crops diligently grows a big plant.,10,standard_subject_b,826,ctr_00825,ctr_00825.wav
35,11,nature,singular,present,The skilled farmer who knows crops grows a big plant.,10,standard_subject_c,827,ctr_00826,ctr_00826.wav
35,12,nature,singular,present,The skilled farmer who knows crops diligently grows a big plant.,11,standard_subject_d,828,ctr_00827,ctr_00827.wav
35,13,nature,singular,present,The farmer who the advisor helped grows a big plant.,10,standard_object_a,829,ctr_00828,ctr_00828.wav
