tense,dataset,theme,num_words,structure,audio_filename,sentence_id,numerosity,sentence
future,naturalistic,basic,10,simple,nat_00920.wav,nat_00920,plural,Will the musicians not perform at the festival next week?
future,naturalistic,work,9,preposition,nat_00537.wav,nat_00537,singular,Do not read from the book during the meeting
past,naturalistic,sport,7,dependent,nat_00758.wav,nat_00758,singular,The coach who trained us left yesterday
past,naturalistic,weather,10,independent,nat_01705.wav,nat_01705,singular,Don't store the clothes yet the winter had not finished
present,naturalistic,housing,10,dependent,nat_02085.wav,nat_02085,singular,Do not leave the room until the floor is cleaned
future,naturalistic,work,7,simple,nat_01062.wav,nat_01062,singular,He will not attend the meeting tomorrow
past,naturalistic,health,10,independent,nat_01199.wav,nat_01199,singular,Do not wait for happiness for problems weren't going away
future,naturalistic,relationship,7,simple,nat_00245.wav,nat_00245,singular,You will not see my brother tomorrow
future,naturalistic,relationship,10,dependent,nat_01416.wav,nat_01416,singular,Please don't tell the brother that he will not know
present,naturalistic,weather,9,preposition,nat_01127.wav,nat_01127,singular,Does the rain in the desert happen every morning?
past,naturalistic,health,6,simple,nat_00784.wav,nat_00784,singular,He enjoyed his yoga class today
future,naturalistic,transport,10,preposition,nat_01938.wav,nat_01938,singular,You should never ride on the roof of a bus
past,naturalistic,food,12,dependent,nat_00489.wav,nat_00489,plural,Did the students learn about new diets in health class last week?
present,naturalistic,work,8,simple,nat_00154.wav,nat_00154,plural,Are parents attending the school meeting later today?
present,naturalistic,basic,5,simple,nat_01662.wav,nat_01662,plural,My friends don't call often
present,naturalistic,work,6,simple,nat_00961.wav,nat_00961,singular,Don't assume the exam is easy
present,naturalistic,weather,5,simple,nat_01686.wav,nat_01686,singular,Is it not cold today?
future,naturalistic,humanity,8,dependent,nat_00853.wav,nat_00853,singular,Explore the museum that will open next month
future,naturalistic,transport,10,dependent,nat_01311.wav,nat_01311,singular,I will not drive because the car is not ready
future,naturalistic,sport,9,preposition,nat_00625.wav,nat_00625,singular,The player will not go to the field tomorrow
present,naturalistic,basic,9,dependent,nat_00685.wav,nat_00685,plural,I know the stories that they tell at night
future,naturalistic,basic,9,preposition,nat_01740.wav,nat_01740,plural,Students will study in the library for their exams
past,naturalistic,work,9,dependent,nat_00569.wav,nat_00569,singular,Avoid using the notes if you hadn't learned them
present,naturalistic,basic,6,simple,nat_00565.wav,nat_00565,singular,This train arrives on time daily
future,naturalistic,shopping,11,dependent,nat_00017.wav,nat_00017,singular,I will buy the shoes that are displayed in the window
present,naturalistic,humanity,8,dependent,nat_00127.wav,nat_00127,singular,A play about historical events is sold out
future,naturalistic,food,10,dependent,nat_01346.wav,nat_01346,singular,Might she try the recipe that you found online today?
future,naturalistic,humanity,9,simple,nat_01279.wav,nat_01279,singular,You will not find any art classes available soon
past,naturalistic,food,9,dependent,nat_02115.wav,nat_02115,singular,Remember to drink the tea that I prepared yesterday
present,naturalistic,work,8,preposition,nat_00927.wav,nat_00927,singular,Do not forget the report on your desk
past,naturalistic,health,10,preposition,nat_00980.wav,nat_00980,singular,He didn't exercise regularly at the gym for better health
future,naturalistic,relationship,8,simple,nat_00252.wav,nat_00252,singular,His uncle is not going to make dinner
present,naturalistic,transport,10,dependent,nat_00190.wav,nat_00190,singular,Please don't plan the trip that doesn't include a guide
future,naturalistic,housing,7,simple,nat_01139.wav,nat_01139,plural,The windows won't open easily next spring
future,naturalistic,shopping,9,simple,nat_00992.wav,nat_00992,singular,Their store will not have any sales next week
present,naturalistic,basic,10,preposition,nat_00699.wav,nat_00699,plural,Do your shoes under the bed not fit you anymore?
future,naturalistic,weather,10,simple,nat_01876.wav,nat_01876,singular,Isn't the wind not going to be too strong later?
past,naturalistic,work,6,simple,nat_00606.wav,nat_00606,singular,Didn't you leave work early yesterday?
present,naturalistic,science,6,simple,nat_00180.wav,nat_00180,plural,The computers do not run fast
present,naturalistic,transport,9,preposition,nat_00301.wav,nat_00301,plural,The trains at the station are not running today
future,naturalistic,sport,11,independent,nat_00496.wav,nat_00496,plural,The teams won't play outside because the weather will not improve
present,naturalistic,food,9,dependent,nat_01888.wav,nat_01888,singular,Avoid the snacks that are not healthy for her
future,naturalistic,art,11,preposition,nat_01903.wav,nat_01903,singular,Will her painting of the sunset be finished by next week?
past,naturalistic,shopping,10,dependent,nat_01848.wav,nat_01848,plural,His friends used to buy groceries in that store often
present,naturalistic,art,10,dependent,nat_01822.wav,nat_01822,plural,You must not paint the walls that are already dry
past,naturalistic,shopping,11,preposition,nat_00517.wav,nat_00517,singular,Wasn't there a better price at the shop across from you?
future,naturalistic,transport,9,preposition,nat_01396.wav,nat_01396,singular,You will not find a ticket in that station
future,naturalistic,relationship,9,dependent,nat_01069.wav,nat_01069,singular,Find the friend whose advice you will need tomorrow
future,naturalistic,food,7,simple,nat_00476.wav,nat_00476,singular,Will he not eat any vegetables today?
future,naturalistic,nature,8,preposition,nat_00157.wav,nat_00157,singular,Do not travel across the desert next summer
future,naturalistic,housing,9,preposition,nat_01243.wav,nat_01243,plural,Your kids won't leave toys on the floor tomorrow
future,naturalistic,housing,10,preposition,nat_01195.wav,nat_01195,plural,The chairs in the kitchen won't be ready by tomorrow
present,naturalistic,food,6,simple,nat_00016.wav,nat_00016,singular,I eat fresh fruits every morning
past,naturalistic,basic,7,simple,nat_01535.wav,nat_01535,singular,The room wasn't ready for guests yet
past,naturalistic,transport,10,preposition,nat_01072.wav,nat_01072,plural,Did any cars in your garage not start this morning?
past,naturalistic,weather,10,preposition,nat_02117.wav,nat_02117,singular,The sun set behind the mountains after a clear day
future,naturalistic,relationship,7,simple,nat_00546.wav,nat_00546,plural,Friends will not argue about this anymore
future,naturalistic,relationship,9,simple,nat_01539.wav,nat_01539,plural,Why will your friends return the books tomorrow morning?
future,naturalistic,relationship,11,dependent,nat_00658.wav,nat_00658,plural,Share stories that your parents will enjoy when they visit tonight
past,naturalistic,basic,10,preposition,nat_02107.wav,nat_02107,singular,He used to walk with his friend at the beach
future,naturalistic,work,12,preposition,nat_01019.wav,nat_01019,singular,Is the teacher not planning to arrive at the school on time?
past,naturalistic,work,10,preposition,nat_01849.wav,nat_01849,singular,Do not forget about the meeting in the conference room
future,naturalistic,basic,11,independent,nat_01504.wav,nat_01504,singular,I won't go to the gym nor will he exercise today
present,naturalistic,work,8,simple,nat_00959.wav,nat_00959,singular,Please do not use your phone in class
future,naturalistic,food,11,preposition,nat_02073.wav,nat_02073,singular,Will the store down the street sell fresh bread next month?
future,naturalistic,weather,9,simple,nat_00283.wav,nat_00283,plural,Do not expect the snow to stop by evening
past,naturalistic,art,8,simple,nat_01632.wav,nat_01632,singular,Did the artist not create the sculpture yesterday?
future,naturalistic,weather,10,preposition,nat_00797.wav,nat_00797,singular,The sun will shine brightly across the beach tomorrow morning
future,naturalistic,relationship,10,preposition,nat_01807.wav,nat_01807,singular,Will your sister in the house call her friend today?
present,naturalistic,basic,9,dependent,nat_00225.wav,nat_00225,singular,Isn't the coffee that you like not available today?
present,naturalistic,housing,9,independent,nat_00026.wav,nat_00026,plural,You mustn't paint the walls if they aren't dry
past,naturalistic,housing,10,dependent,nat_01971.wav,nat_01971,singular,You should never fix the chair that was already broken
present,naturalistic,food,8,preposition,nat_00437.wav,nat_00437,singular,You must not avoid vegetables in your diet
past,naturalistic,art,9,independent,nat_02105.wav,nat_02105,singular,She did not paint when inspiration was not around
past,naturalistic,food,5,simple,nat_01388.wav,nat_01388,singular,The fruit wasn't fresh yesterday
past,naturalistic,emotion,9,dependent,nat_00229.wav,nat_00229,singular,He did not smile after he received the gift
future,naturalistic,food,9,preposition,nat_00037.wav,nat_00037,singular,The child will not finish lunch behind the house
past,naturalistic,weather,9,preposition,nat_01693.wav,nat_01693,plural,The clouds in the sky didn't bring any rain
future,naturalistic,sport,9,preposition,nat_00749.wav,nat_00749,plural,Will the players on the field train next week?
present,naturalistic,humanity,10,preposition,nat_01045.wav,nat_01045,plural,The books on the shelf are not available for free
future,naturalistic,transport,10,preposition,nat_01398.wav,nat_01398,singular,He is not going to the airport in the afternoon
present,naturalistic,relationship,6,simple,nat_00469.wav,nat_00469,plural,Are the neighbors coming over today?
past,naturalistic,food,13,dependent,nat_01884.wav,nat_01884,plural,Did your friends not find the soup warm enough to enjoy last night?
future,naturalistic,humanity,9,preposition,nat_02114.wav,nat_02114,singular,This painting by the artist will not interest him
present,naturalistic,nature,5,simple,nat_00687.wav,nat_00687,singular,Isn't the ocean calm today?
future,naturalistic,housing,8,simple,nat_01056.wav,nat_01056,singular,Isn't the roof going to be repaired soon?
future,naturalistic,basic,10,independent,nat_00639.wav,nat_00639,singular,I will offer you a drink when you arrive later
present,naturalistic,housing,10,preposition,nat_01906.wav,nat_01906,singular,A shelf above the sink stores all the clean dishes
present,naturalistic,shopping,6,simple,nat_01218.wav,nat_01218,singular,A discount is available for members
past,naturalistic,relationship,7,preposition,nat_01158.wav,nat_01158,plural,Don't call them after the long meeting
future,naturalistic,emotion,9,dependent,nat_01415.wav,nat_01415,plural,Those kids playing outside won't feel sad after dinner
past,naturalistic,basic,5,simple,nat_01527.wav,nat_01527,singular,He didn't finish his homework
future,naturalistic,nature,9,simple,nat_01841.wav,nat_01841,singular,That mountain will not be visible in the fog
past,naturalistic,relationship,8,simple,nat_01300.wav,nat_01300,singular,He didn't ask his parents for help yesterday
future,naturalistic,relationship,11,preposition,nat_02030.wav,nat_02030,plural,Will those kids in the garden not be playing next week?
future,naturalistic,basic,11,preposition,nat_00800.wav,nat_00800,plural,Will the kids under the table not finish their game soon?
future,naturalistic,sport,10,independent,nat_01603.wav,nat_01603,plural,Will the teams play better if they practice more tomorrow?
future,naturalistic,basic,11,preposition,nat_00160.wav,nat_00160,plural,Will the guests in the living room enjoy the dinner later?
past,naturalistic,work,6,simple,nat_01704.wav,nat_01704,plural,The students completed their exams yesterday
present,naturalistic,work,6,simple,nat_00956.wav,nat_00956,singular,Do not skip your homework today
future,naturalistic,transport,8,preposition,nat_01743.wav,nat_01743,singular,The bus under the bridge will arrive soon
present,naturalistic,relationship,10,dependent,nat_01186.wav,nat_01186,plural,Are the cousins who live nearby not coming over later?
past,naturalistic,work,8,simple,nat_00821.wav,nat_00821,singular,You were not taking notes during the meeting
present,naturalistic,work,8,preposition,nat_01729.wav,nat_01729,plural,Never eat meals near the computers at work
past,naturalistic,shopping,8,preposition,nat_01871.wav,nat_01871,plural,Don't bring children into the electronics section later
future,naturalistic,relationship,7,simple,nat_00877.wav,nat_00877,singular,Will your cousin not arrive on time?
present,naturalistic,transport,11,dependent,nat_00913.wav,nat_00913,singular,Our time isn't enough for the journey that you want now
past,naturalistic,housing,10,preposition,nat_00152.wav,nat_00152,singular,Had the fridge in the corner not been cold enough?
past,naturalistic,housing,10,preposition,nat_02109.wav,nat_02109,plural,The shelves in the garage hadn't been finished last week
present,naturalistic,basic,6,simple,nat_01977.wav,nat_01977,singular,Don't you have enough time now?
present,naturalistic,weather,7,simple,nat_00509.wav,nat_00509,singular,Does the temperature drop at night now?
past,naturalistic,relationship,7,simple,nat_01135.wav,nat_01135,singular,The child learned to swim this summer
past,naturalistic,transport,10,dependent,nat_01250.wav,nat_01250,plural,Do not forget the tickets that were on the table
past,naturalistic,shopping,6,simple,nat_01851.wav,nat_01851,singular,The item wasn't available last weekend
past,naturalistic,food,5,simple,nat_00103.wav,nat_00103,singular,Did she make breakfast today?
present,naturalistic,relationship,7,simple,nat_01445.wav,nat_01445,plural,Those kids are not playing outside today
present,naturalistic,basic,5,simple,nat_01443.wav,nat_01443,singular,This soup doesn't taste right
present,naturalistic,basic,9,preposition,nat_01934.wav,nat_01934,singular,I do not hear him in the other room
present,naturalistic,shopping,6,simple,nat_00586.wav,nat_00586,singular,Doesn't the sale end next week?
present,naturalistic,transport,9,independent,nat_01969.wav,nat_01969,singular,This bus does not go where I need today
past,naturalistic,weather,9,preposition,nat_01696.wav,nat_01696,plural,Birds in the garden didn't sing in the rain
future,naturalistic,relationship,11,independent,nat_01143.wav,nat_01143,singular,I will visit my sister because she will need my help
past,naturalistic,basic,7,simple,nat_00053.wav,nat_00053,singular,I didn't accept your offer last week
past,naturalistic,food,10,preposition,nat_00151.wav,nat_00151,singular,Did someone cook breakfast in bed for you last weekend?
present,naturalistic,work,6,simple,nat_00403.wav,nat_00403,singular,This project does not seem easy
past,naturalistic,art,5,simple,nat_01154.wav,nat_01154,singular,The sculpture was not finished
future,naturalistic,food,8,simple,nat_00207.wav,nat_00207,singular,The teacher will discuss balanced diets in class
present,naturalistic,weather,9,preposition,nat_02078.wav,nat_02078,singular,You mustn't take cover under trees in the storm
future,naturalistic,basic,8,simple,nat_01682.wav,nat_01682,singular,Will the rain not affect our travel tomorrow?
future,naturalistic,relationship,9,simple,nat_01122.wav,nat_01122,singular,An uncle will tell stories to the kids tonight
future,naturalistic,nature,9,preposition,nat_01948.wav,nat_01948,singular,Won't the fog around the lake clear by morning?
future,naturalistic,basic,7,simple,nat_00008.wav,nat_00008,singular,The train will not arrive on time
future,naturalistic,health,6,simple,nat_01014.wav,nat_01014,singular,The doctor won't call you later
future,naturalistic,basic,10,preposition,nat_02001.wav,nat_02001,singular,Do not bring your phone into the meeting room later
future,naturalistic,transport,11,simple,nat_01060.wav,nat_01060,singular,Shall we not travel by bike to the nearby town tomorrow?
present,naturalistic,emotion,4,simple,nat_00452.wav,nat_00452,singular,Don't fear your emotions
future,naturalistic,humanity,12,dependent,nat_01675.wav,nat_01675,singular,Let her know that the story won't end with someone being happy
future,naturalistic,relationship,7,simple,nat_00253.wav,nat_00253,singular,The teacher won't meet them later today
past,naturalistic,relationship,9,preposition,nat_01327.wav,nat_01327,singular,Our cousin wasn't at the concert by the lake
past,naturalistic,emotion,8,independent,nat_00896.wav,nat_00896,singular,She didn't feel joy when the news arrived
present,naturalistic,basic,7,preposition,nat_01929.wav,nat_01929,singular,My phone is not in the car
future,naturalistic,relationship,11,dependent,nat_00880.wav,nat_00880,plural,Your brothers should not ignore the advice which I will give
present,naturalistic,relationship,9,dependent,nat_01595.wav,nat_01595,plural,My grandparents don't visit the house that frequently anymore
present,naturalistic,shopping,9,preposition,nat_02075.wav,nat_02075,plural,You must not shop at stores without sales today
future,naturalistic,shopping,10,independent,nat_00623.wav,nat_00623,singular,Can we wait if the shop won't open until later?
past,naturalistic,shopping,7,simple,nat_00345.wav,nat_00345,singular,Don't assume everything had a sale yesterday
future,naturalistic,relationship,10,independent,nat_02045.wav,nat_02045,plural,You must not leave yet for we will go together
future,naturalistic,basic,8,simple,nat_01787.wav,nat_01787,plural,Are your friends going to the party later?
past,naturalistic,nature,10,dependent,nat_00262.wav,nat_00262,singular,You must not leave the path which was never used
past,naturalistic,emotion,7,simple,nat_01634.wav,nat_01634,singular,Don't think he was happy there yesterday
future,naturalistic,relationship,11,independent,nat_01321.wav,nat_01321,singular,Shall I call my friend later or wait until the weekend?
present,naturalistic,basic,5,simple,nat_01438.wav,nat_01438,singular,Her phone isn't working properly
present,naturalistic,art,9,simple,nat_00150.wav,nat_00150,singular,Is the artist not satisfied with his work today?
past,naturalistic,transport,10,dependent,nat_00472.wav,nat_00472,plural,The buses stopped where the old airport used to be
present,naturalistic,relationship,9,preposition,nat_01802.wav,nat_01802,plural,Our friends aren't visiting from out of town today
future,naturalistic,housing,8,preposition,nat_00640.wav,nat_00640,plural,Install the shelves above the study desk later
future,naturalistic,transport,6,simple,nat_00871.wav,nat_00871,singular,This taxi will not stop here
present,naturalistic,shopping,8,preposition,nat_02074.wav,nat_02074,plural,Please don't forget the bags on the counter
past,naturalistic,nature,6,simple,nat_00550.wav,nat_00550,singular,The tree did not fall yesterday
present,naturalistic,weather,10,preposition,nat_01980.wav,nat_01980,plural,The waves at the beach aren't calm during the storm
present,naturalistic,work,8,preposition,nat_00928.wav,nat_00928,singular,Please do not read notes during the meeting
past,naturalistic,food,10,dependent,nat_00488.wav,nat_00488,plural,Did your parents buy the fruits which you enjoyed yesterday?
future,naturalistic,nature,10,dependent,nat_01843.wav,nat_01843,singular,Could the rain that we expect not fall tomorrow morning?
past,naturalistic,work,7,simple,nat_01734.wav,nat_01734,singular,He wasn't aware of the meeting schedule
past,naturalistic,health,10,dependent,nat_02018.wav,nat_02018,singular,His sleep improved when he stopped using electronics at night
present,naturalistic,housing,5,simple,nat_01171.wav,nat_01171,plural,The walls need fresh paint
present,naturalistic,science,10,dependent,nat_00146.wav,nat_00146,plural,Do scientists who study the stars not work at night?
future,naturalistic,weather,6,simple,nat_01897.wav,nat_01897,singular,It will not feel warm today
past,naturalistic,shopping,8,preposition,nat_01369.wav,nat_01369,singular,Was the store near the park open yesterday?
present,naturalistic,work,6,simple,nat_00402.wav,nat_00402,singular,She does not work there anymore
past,naturalistic,transport,9,dependent,nat_00954.wav,nat_00954,singular,I did not take the bus that arrived late
present,naturalistic,food,8,dependent,nat_02070.wav,nat_02070,singular,I purchase the fruits that are in season
past,naturalistic,basic,7,preposition,nat_00659.wav,nat_00659,plural,Were the children at the park yesterday?
past,naturalistic,housing,11,independent,nat_01794.wav,nat_01794,plural,You shouldn't buy extra furniture for they had no space left
present,naturalistic,health,10,dependent,nat_01372.wav,nat_01372,singular,Do not skip breakfast since your energy levels are low
present,naturalistic,humanity,8,dependent,nat_00463.wav,nat_00463,singular,The book that you need is not available
future,naturalistic,shopping,10,preposition,nat_01349.wav,nat_01349,singular,The market beside the station will have fresh fruits daily
future,naturalistic,relationship,9,preposition,nat_00186.wav,nat_00186,plural,Friends at school will not participate in this event
past,naturalistic,science,7,simple,nat_01147.wav,nat_01147,singular,She had not used the new software
future,naturalistic,food,10,dependent,nat_01224.wav,nat_01224,plural,Will the vegetables that we buy not be fresh tomorrow?
past,naturalistic,relationship,9,preposition,nat_00608.wav,nat_00608,singular,Has your friend not been through difficult times before?
future,naturalistic,food,10,dependent,nat_00143.wav,nat_00143,plural,The snacks you bought will provide energy for the kids
future,naturalistic,emotion,10,preposition,nat_00751.wav,nat_00751,plural,Those people at the party won't experience any happiness tomorrow
past,naturalistic,basic,7,simple,nat_01534.wav,nat_01534,singular,He hadn't prepared for the exam well
past,naturalistic,housing,8,simple,nat_00981.wav,nat_00981,plural,Do not let the windows stay open overnight
future,naturalistic,humanity,11,preposition,nat_00197.wav,nat_00197,plural,Are traditions in their festival practices not expected to change soon?
past,naturalistic,art,9,simple,nat_01633.wav,nat_01633,singular,Had you not been planning to write last night?
present,naturalistic,nature,11,independent,nat_00883.wav,nat_00883,singular,The river does not run fast but it is still deep
past,naturalistic,sport,8,preposition,nat_01860.wav,nat_01860,singular,The athlete behind you trained for hours yesterday
future,naturalistic,transport,11,dependent,nat_00279.wav,nat_00279,plural,Please do not board the buses that won't arrive on time
present,naturalistic,basic,10,preposition,nat_00293.wav,nat_00293,singular,Can the project by the team not be completed today?
future,naturalistic,relationship,12,preposition,nat_02031.wav,nat_02031,plural,Will those colleagues in the team not work on the project tomorrow?
present,naturalistic,relationship,9,preposition,nat_00400.wav,nat_00400,plural,Aren't your parents outside in the garden every morning?
past,naturalistic,sport,8,simple,nat_00122.wav,nat_00122,plural,Did the players not enjoy the game yesterday?
past,naturalistic,relationship,10,simple,nat_01207.wav,nat_01207,singular,Did her uncle make dinner for the family last night?
future,naturalistic,emotion,9,independent,nat_00202.wav,nat_00202,plural,Friends will gather together because moments will bring joy
present,naturalistic,shopping,9,dependent,nat_01462.wav,nat_01462,singular,That furniture isn't from the store where I go
future,naturalistic,shopping,9,preposition,nat_00835.wav,nat_00835,singular,That shop over there will not sell any vegetables
future,naturalistic,relationship,8,simple,nat_00246.wav,nat_00246,singular,Her mother will not come to the party
present,naturalistic,basic,6,simple,nat_01439.wav,nat_01439,singular,The book isn't on the table
past,naturalistic,work,6,simple,nat_01733.wav,nat_01733,singular,The exam results weren't as expected
future,naturalistic,housing,8,simple,nat_01951.wav,nat_01951,plural,Paint the walls with fresh colors next weekend
future,naturalistic,health,12,preposition,nat_00729.wav,nat_00729,plural,Are those yoga classes by the lake going to continue this month?
present,naturalistic,work,6,simple,nat_01707.wav,nat_01707,plural,Do not leave your tools behind
future,naturalistic,work,9,dependent,nat_02072.wav,nat_02072,plural,Don't take the classes that won't improve your skills
past,naturalistic,art,4,simple,nat_01153.wav,nat_01153,singular,She never painted landscapes
present,naturalistic,basic,4,simple,nat_01661.wav,nat_01661,plural,Your shoes aren't clean
present,naturalistic,sport,6,simple,nat_01426.wav,nat_01426,plural,Many teams train at this gym
past,naturalistic,nature,9,dependent,nat_00384.wav,nat_00384,plural,The flowers did not bloom when winter had ended
past,naturalistic,housing,7,simple,nat_01958.wav,nat_01958,singular,Wasn't the garage door repaired before winter?
future,naturalistic,transport,7,simple,nat_01759.wav,nat_01759,singular,Will the train arrive on time tomorrow?
past,naturalistic,food,11,dependent,nat_00854.wav,nat_00854,singular,Was there a dessert that he offered after dinner last night?
present,naturalistic,science,6,simple,nat_01589.wav,nat_01589,plural,Are the computers not working today?
future,naturalistic,relationship,11,preposition,nat_00219.wav,nat_00219,singular,The child will not play with toys in the living room
present,naturalistic,transport,8,simple,nat_00641.wav,nat_00641,singular,The bus arrives at the corner every morning
future,naturalistic,basic,6,simple,nat_00001.wav,nat_00001,singular,You will not like the movie
future,naturalistic,art,9,simple,nat_00112.wav,nat_00112,singular,The sculpture will not be displayed in the gallery
present,naturalistic,basic,10,preposition,nat_00698.wav,nat_00698,plural,Is the bus stop on your street not open today?
past,naturalistic,nature,12,independent,nat_01104.wav,nat_01104,singular,Please do not swim in the river because it was not clean
future,naturalistic,sport,9,dependent,nat_00951.wav,nat_00951,plural,Will the teams that are playing not compete tomorrow?
future,naturalistic,nature,11,dependent,nat_01648.wav,nat_01648,plural,Will the clouds that gather not rain on us next evening?
future,naturalistic,weather,9,independent,nat_01636.wav,nat_01636,singular,Will your garden bloom if the spring arrives soon?
future,naturalistic,nature,10,preposition,nat_01946.wav,nat_01946,singular,Is the river between the hills not clear next week?
future,naturalistic,food,10,independent,nat_01410.wav,nat_01410,plural,People must not skip breakfast yet they often do it
future,naturalistic,work,8,simple,nat_01409.wav,nat_01409,singular,It will not require more research later tonight
present,naturalistic,housing,7,simple,nat_01830.wav,nat_01830,singular,You shouldn't forget to fix the sink
past,naturalistic,basic,6,simple,nat_01533.wav,nat_01533,singular,It didn't rain at all yesterday
present,naturalistic,relationship,8,simple,nat_01291.wav,nat_01291,plural,Please do not argue with your brother again
future,naturalistic,emotion,10,dependent,nat_02015.wav,nat_02015,plural,Many writers will find inspiration as soon as spring arrives
past,naturalistic,nature,9,simple,nat_00441.wav,nat_00441,singular,Remember the night when the stars were so bright
future,naturalistic,transport,8,simple,nat_01520.wav,nat_01520,plural,They should not miss the early morning ferry
past,naturalistic,shopping,8,simple,nat_01853.wav,nat_01853,singular,This wasn't the right product for her needs
past,naturalistic,relationship,7,simple,nat_01136.wav,nat_01136,singular,Her brother enjoyed the concert last night
present,naturalistic,food,5,simple,nat_01715.wav,nat_01715,singular,Her diet isn't very balanced
present,naturalistic,relationship,7,preposition,nat_01256.wav,nat_01256,singular,You are not allowed in this room
present,naturalistic,shopping,5,simple,nat_02097.wav,nat_02097,plural,Those gadgets don't work properly
past,naturalistic,work,11,independent,nat_01631.wav,nat_01631,singular,I didn't find the book in the library so I left
past,naturalistic,weather,10,preposition,nat_01695.wav,nat_01695,plural,The stars in the clear sky weren't visible last night
future,naturalistic,transport,8,preposition,nat_01397.wav,nat_01397,singular,She won't stop near the bus stop tomorrow
past,naturalistic,shopping,6,simple,nat_01850.wav,nat_01850,singular,The store didn't open early today
present,naturalistic,sport,10,preposition,nat_00663.wav,nat_00663,plural,Please don't forget the rules on safety in the gym
future,naturalistic,relationship,10,independent,nat_02046.wav,nat_02046,plural,You shouldn't skip dinner while you will be out playing
present,naturalistic,relationship,7,preposition,nat_01257.wav,nat_01257,singular,Her brother is not at the party
future,naturalistic,nature,10,dependent,nat_01842.wav,nat_01842,singular,Will the mountain that you mentioned not be visible tomorrow?
present,naturalistic,basic,5,simple,nat_01974.wav,nat_01974,singular,Aren't you feeling well today?
future,naturalistic,relationship,9,simple,nat_01700.wav,nat_01700,singular,Your friend will not play alone at the park
past,naturalistic,weather,6,simple,nat_00317.wav,nat_00317,singular,Didn't she experience autumn last year?
future,naturalistic,basic,11,independent,nat_00648.wav,nat_00648,plural,New employees will learn quickly for they will receive good training
future,naturalistic,shopping,10,dependent,nat_01434.wav,nat_01434,singular,Don't visit the market when it won't offer any discounts
present,naturalistic,emotion,10,independent,nat_01479.wav,nat_01479,plural,Why aren't their feelings warm when love should be enough?
future,naturalistic,food,9,dependent,nat_00709.wav,nat_00709,plural,They will not eat the cake that you baked
past,naturalistic,transport,6,simple,nat_01382.wav,nat_01382,singular,Didn't your journey end quickly yesterday?
future,naturalistic,food,10,independent,nat_01282.wav,nat_01282,plural,They will taste the cake while we set the table
future,naturalistic,sport,10,simple,nat_01768.wav,nat_01768,singular,Do not wait to start training until it's too late
future,naturalistic,food,6,simple,nat_00972.wav,nat_00972,singular,He won't be cooking dinner later
future,naturalistic,transport,10,dependent,nat_00627.wav,nat_00627,singular,Avoid taking the bus that will not arrive on time
present,naturalistic,health,10,independent,nat_00632.wav,nat_00632,singular,You should not avoid the doctor if pain does increase
future,naturalistic,housing,8,simple,nat_01306.wav,nat_01306,plural,Do not forget to fix those broken windows
future,naturalistic,transport,9,preposition,nat_01400.wav,nat_01400,singular,The guide will not explain during the journey tomorrow
future,naturalistic,work,6,simple,nat_01408.wav,nat_01408,singular,Avoid missing your class later today
future,naturalistic,science,10,independent,nat_01248.wav,nat_01248,singular,The device will not start while it will stay off
past,naturalistic,basic,9,preposition,nat_02106.wav,nat_02106,singular,I used to play in the park every weekend
present,naturalistic,nature,5,simple,nat_01254.wav,nat_01254,singular,Explore the forest path quickly
past,naturalistic,sport,10,simple,nat_01496.wav,nat_01496,plural,Did they enjoy playing together as a team last season?
future,naturalistic,transport,11,independent,nat_01371.wav,nat_01371,singular,He will take the bus when the train will be full
past,naturalistic,basic,6,simple,nat_01529.wav,nat_01529,singular,They didn't forget the meeting time
present,naturalistic,basic,4,simple,nat_01663.wav,nat_01663,plural,The chairs aren't comfortable
past,naturalistic,housing,8,dependent,nat_01354.wav,nat_01354,singular,My father didn’t fix the broken shelf today
future,naturalistic,weather,8,simple,nat_02080.wav,nat_02080,plural,Will the clouds gather over the hills tomorrow?
future,naturalistic,shopping,10,preposition,nat_01821.wav,nat_01821,singular,Find the shoes on the display near the entrance later
future,naturalistic,shopping,10,independent,nat_02094.wav,nat_02094,plural,You should visit different stores while the discounts are available
future,naturalistic,housing,7,simple,nat_02083.wav,nat_02083,singular,That window will not stay open tomorrow
present,naturalistic,health,8,simple,nat_01643.wav,nat_01643,singular,I exercise every morning for my mental health
past,naturalistic,health,10,preposition,nat_01051.wav,nat_01051,singular,Did my exercise routine improve your mood in the evening?
future,naturalistic,relationship,10,simple,nat_00795.wav,nat_00795,singular,Are you going to drive him to the station later?
past,naturalistic,work,10,preposition,nat_00645.wav,nat_00645,plural,The students did not finish their homework in the evening
future,naturalistic,health,5,simple,nat_01012.wav,nat_01012,singular,I will not exercise today
present,naturalistic,basic,5,simple,nat_01976.wav,nat_01976,singular,Won't the rain stop soon?
present,naturalistic,sport,10,preposition,nat_01597.wav,nat_01597,singular,The finish line beyond that tree isn't visible to everyone
present,naturalistic,relationship,7,simple,nat_00556.wav,nat_00556,plural,Take the kids to the park today
past,naturalistic,emotion,11,preposition,nat_00681.wav,nat_00681,plural,The children did not find any joy in the park yesterday
present,naturalistic,transport,6,simple,nat_00577.wav,nat_00577,singular,That hotel isn't near the beach
present,naturalistic,relationship,7,dependent,nat_01819.wav,nat_01819,plural,The children playing outside are very happy
