level_0,index,theme,type,structure,numer,tense,polarity,sentence,num_words,validity_huge_issue
22310,22310,art,declarative,preposition,singular,present,affirmative,The art book on the shelf inspires new ideas,9,correct
22311,22311,art,declarative,preposition,singular,present,affirmative,My camera under the table captures spontaneous moments,8,correct
22312,22312,art,declarative,preposition,singular,present,affirmative,The sculpture in the courtyard stands majestically tall,8,correct
22313,22313,art,declarative,preposition,singular,present,affirmative,A piece of charcoal in his hand sketches swiftly,9,correct
22314,22314,art,declarative,preposition,singular,present,affirmative,The gentle sound of waves inspires my songwriting,8,correct
22315,22315,art,declarative,preposition,singular,present,affirmative,An easel in the corner holds a vibrant masterpiece,9,correct
22316,22316,art,declarative,preposition,singular,present,affirmative,The strings of a guitar create beautiful harmony,8,correct
22317,22317,art,declarative,preposition,singular,present,affirmative,An idea forms in her mind beneath the starlit sky,10,correct
22318,22318,art,declarative,preposition,singular,present,affirmative,The music from the radio sparks creativity in us,9,correct
22319,22319,art,declarative,preposition,singular,present,affirmative,A flicker of light through the window enhances the painting,10,correct
22340,22340,housing,interrogative,preposition,plural,future,affirmative,Will the new apartments by the river look appealing?,9,correct
22341,22341,housing,interrogative,preposition,plural,future,affirmative,Are they going to clean under the sofas tomorrow?,9,correct
22342,22342,housing,interrogative,preposition,plural,future,affirmative,What adaptations will the buildings have for winter weather?,9,correct
22343,22343,housing,interrogative,preposition,plural,future,affirmative,Will your neighbors across the street renovate their kitchen soon?,10,correct
22344,22344,housing,interrogative,preposition,plural,future,affirmative,Are carpenters going to repair the doors inside those houses?,10,correct
22345,22345,housing,interrogative,preposition,plural,future,affirmative,How will families between those two towns find affordable apartments?,10,correct
22346,22346,housing,interrogative,preposition,plural,future,affirmative,Will the new homes beside the park be ready by spring?,11,correct
22347,22347,housing,interrogative,preposition,plural,future,affirmative,Are workers going to paint the fences around those gardens?,10,correct
22348,22348,housing,interrogative,preposition,plural,future,affirmative,Will future tenants near the city center enjoy better amenities?,10,correct
22349,22349,housing,interrogative,preposition,plural,future,affirmative,How will residents on the upper floors access the terraces?,10,correct
22350,22350,housing,interrogative,preposition,plural,future,affirmative,Are those kids down the hallway going to vacuum the carpets?,11,correct
22351,22351,housing,interrogative,preposition,plural,future,affirmative,Will homebuyers from this area inspect the properties thoroughly?,9,correct
22352,22352,housing,interrogative,preposition,plural,future,affirmative,How many bedrooms in those houses will have wooden flooring?,10,correct
22354,22354,housing,interrogative,preposition,plural,future,affirmative,Will those painters by your house offer any discounts later?,10,correct
22355,22355,housing,interrogative,preposition,plural,future,affirmative,Are families by the countryside going to build more eco-friendly homes?,11,correct
22357,22357,housing,interrogative,preposition,plural,future,affirmative,Will they put new tiles on the roof before it rains?,11,correct
22358,22358,housing,interrogative,preposition,plural,future,affirmative,Are decorators from next door going to suggest brighter colors?,10,correct
22359,22359,housing,interrogative,preposition,plural,future,affirmative,Will homeowners on our street consider solar panels next month?,10,correct
22360,22360,nature,interrogative,dependent,singular,present,affirmative,Is there a river that runs through the forest?,9,correct
22361,22361,nature,interrogative,dependent,singular,present,affirmative,Do you know if the tree that blooms in autumn is nearby?,12,correct
22362,22362,nature,interrogative,dependent,singular,present,affirmative,What animal makes its home where the grass is tallest?,10,correct
22363,22363,nature,interrogative,dependent,singular,present,affirmative,Can you identify a bird that builds a nest in this area?,12,correct
22364,22364,nature,interrogative,dependent,singular,present,affirmative,Does the flower which blooms in spring grow here?,9,correct
22365,22365,nature,interrogative,dependent,singular,present,affirmative,Is there a plant that survives where the soil is rocky?,11,correct
22366,22366,nature,interrogative,dependent,singular,present,affirmative,Can you spot a mountain that towers over the valley?,10,correct
22367,22367,nature,interrogative,dependent,singular,present,affirmative,Which creature lives beneath the rock that we pass often?,10,correct
22368,22368,nature,interrogative,dependent,singular,present,affirmative,Does the path you follow wind through a field of wildflowers?,11,correct
22369,22369,nature,interrogative,dependent,singular,present,affirmative,What species hunts only where the water is shallowest?,9,correct
22370,22370,nature,interrogative,dependent,singular,present,affirmative,Has the river created a canyon where the land dips low?,11,correct
22371,22371,nature,interrogative,dependent,singular,present,affirmative,Is there a type of tree that thrives by the riverbank?,11,correct
22372,22372,nature,interrogative,dependent,singular,present,affirmative,Do you believe the animal watching us is a fox?,10,correct
22373,22373,nature,interrogative,dependent,singular,present,affirmative,What insect can be found where the flowers grow most densely?,11,correct
22374,22374,nature,interrogative,dependent,singular,present,affirmative,Does the sunrise illuminate a peak that we can climb today?,11,correct
22375,22375,nature,interrogative,dependent,singular,present,affirmative,Which plant can you find where the desert meets the oasis?,11,correct
22376,22376,nature,interrogative,dependent,singular,present,affirmative,Should we explore a valley that holds many hidden caves?,10,correct
22377,22377,nature,interrogative,dependent,singular,present,affirmative,Have you seen a bird whose feathers are as bright as fire?,12,correct
22378,22378,nature,interrogative,dependent,singular,present,affirmative,Where does the waterfall cascade into a pool we can swim in?,12,correct
22379,22379,nature,interrogative,dependent,singular,present,affirmative,Is there a meadow that stretches as far as we can see?,12,correct
22400,22400,science,imperative,preposition,singular,past,affirmative,Turn on the computer with the red button after calibration,10,correct
22401,22401,science,imperative,preposition,singular,past,affirmative,Install the latest update inside the software before proceeding,9,correct
22402,22402,science,imperative,preposition,singular,past,affirmative,Activate the setting on the display for better resolution,9,correct
22404,22404,science,imperative,preposition,singular,past,affirmative,Run the simulation in the library after you complete the test,11,correct
22405,22405,science,imperative,preposition,singular,past,affirmative,Modify the equation through the algorithm in the current program,10,correct
22406,22406,science,imperative,preposition,singular,past,affirmative,Finish the development with the code in mind for efficiency,10,correct
22407,22407,science,imperative,preposition,singular,past,affirmative,Enable the function during the test for accurate measurements,9,correct
22408,22408,science,imperative,preposition,singular,past,affirmative,Execute the command on the device from your previous experiment,10,correct
22409,22409,science,imperative,preposition,singular,past,affirmative,Reboot the system with a password from yesterday's session,9,correct
22410,22410,science,imperative,preposition,singular,past,affirmative,Optimize the structure inside the framework using your notes,9,correct
22411,22411,science,imperative,preposition,singular,past,affirmative,Verify the calculations on paper after you solve the problem,10,correct
22412,22412,science,imperative,preposition,singular,past,affirmative,Check the parameters from the dashboard during the operation's runtime,10,correct
22413,22413,science,imperative,preposition,singular,past,affirmative,Analyze the data in the chart after reading the manual,10,correct
22414,22414,science,imperative,preposition,singular,past,affirmative,Measure the distance from your reference point during the trial,10,correct
22415,22415,science,imperative,preposition,singular,past,affirmative,Reset the configuration with a tool in the maintenance kit,10,correct
22416,22416,science,imperative,preposition,singular,past,affirmative,Apply the formula on your sheet after reviewing your notes,10,correct
22417,22417,science,imperative,preposition,singular,past,affirmative,Save your progress to the drive following today's backup procedure,10,correct
22419,22419,science,imperative,preposition,singular,past,affirmative,Debug the error in your file using a method from last week,12,correct
22420,22420,science,imperative,preposition,singular,present,affirmative,Put the charger in the socket below the desk,9,correct
22421,22421,science,imperative,preposition,singular,present,affirmative,Open the manual on page twenty for the instructions,9,correct
22422,22422,science,imperative,preposition,singular,present,affirmative,Reset the router with the button at the back,9,correct
22423,22423,science,imperative,preposition,singular,present,affirmative,Adjust the microscope under the light for better clarity,9,correct
22424,22424,science,imperative,preposition,singular,present,affirmative,Write the equation at the top of the page,9,correct
22425,22425,science,imperative,preposition,singular,present,affirmative,Align the telescope towards the star visible in the sky,10,correct
22426,22426,science,imperative,preposition,singular,present,affirmative,Check the batteries inside the remote for power,8,correct
22427,22427,science,imperative,preposition,singular,present,affirmative,Fill the container with water from the tap,8,correct
22428,22428,science,imperative,preposition,singular,present,affirmative,Enter your password into the field on the screen,9,correct
22429,22429,science,imperative,preposition,singular,present,affirmative,Press the button on the side of the device for power,11,correct
22430,22430,science,imperative,preposition,singular,present,affirmative,Replace the filter inside the vacuum after each use,9,correct
22431,22431,science,imperative,preposition,singular,present,affirmative,Test the circuit with the multimeter in your hand,9,correct
22432,22432,science,imperative,preposition,singular,present,affirmative,Install the software from the disk on your computer,9,correct
22433,22433,science,imperative,preposition,singular,present,affirmative,Measure the distance between each node in this graph,9,correct
22434,22434,science,imperative,preposition,singular,present,affirmative,Place the laptop on the table near your chair,9,correct
22435,22435,science,imperative,preposition,singular,present,affirmative,Find the solution in the middle of your textbook,9,correct
22436,22436,science,imperative,preposition,singular,present,affirmative,Tighten the bolt with a wrench from your toolbox,9,correct
22437,22437,science,imperative,preposition,singular,present,affirmative,Upload the file onto the server for immediate access,9,correct
22438,22438,science,imperative,preposition,singular,present,affirmative,Set your smartphone on silent mode during meetings,8,correct
22439,22439,science,imperative,preposition,singular,present,affirmative,Register your new account through the link provided above,9,correct
22441,22441,humanity,declarative,independent,singular,present,affirmative,An author writes novels but he seldom shares his drafts,10,correct
22442,22442,humanity,declarative,independent,singular,present,affirmative,The musician performs live because he enjoys the audience's energy,10,correct
22444,22444,humanity,declarative,independent,singular,present,affirmative,The economist predicts market trends so she can advise businesses,10,correct
22445,22445,humanity,declarative,independent,singular,present,affirmative,A journalist investigates deeply and she reports compelling stories,9,correct
22447,22447,humanity,declarative,independent,singular,present,affirmative,The artist paints landscapes while she listens to classical music,10,correct
22448,22448,humanity,declarative,independent,singular,present,affirmative,A philosopher questions reality because he seeks deeper understanding,9,correct
22450,22450,humanity,declarative,independent,singular,present,affirmative,A poet writes about nature for he finds inspiration there,10,correct
22454,22454,humanity,declarative,independent,singular,present,affirmative,An architect designs buildings because he loves innovative structures,9,correct
22455,22455,humanity,declarative,independent,singular,present,affirmative,The singer writes her lyrics when she feels inspired by life,11,correct
22456,22456,humanity,declarative,independent,singular,present,affirmative,A photographer captures moments and he shares them with the world,11,correct
22457,22457,humanity,declarative,independent,singular,present,affirmative,The playwright scripts engaging dialogues and she stages thought-provoking plays,10,correct
22458,22458,humanity,declarative,independent,singular,present,affirmative,A sculptor carves stone where he visualizes a new form,10,correct
22459,22459,humanity,declarative,independent,singular,present,affirmative,The director coordinates the crew while she ensures smooth operations,10,correct
22480,22480,basic,interrogative,dependent,singular,future,affirmative,Will you accept the offer when she makes one?,9,correct
22481,22481,basic,interrogative,dependent,singular,future,affirmative,Should you apologize if the person you offended forgives you?,10,correct
22482,22482,basic,interrogative,dependent,singular,future,affirmative,Can the invitation she extended be valid next week?,9,correct
22483,22483,basic,interrogative,dependent,singular,future,affirmative,Will anyone respond positively to the greeting you will send?,10,correct
22484,22484,basic,interrogative,dependent,singular,future,affirmative,Should the gift you promised be given tomorrow?,8,correct
22485,22485,basic,interrogative,dependent,singular,future,affirmative,Will you ask for help from someone who will assist willingly?,11,correct
22486,22486,basic,interrogative,dependent,singular,future,affirmative,Is the party that she will host worth attending?,9,correct
22487,22487,basic,interrogative,dependent,singular,future,affirmative,Will it rain when the person who plans the event is ready?,12,correct
22488,22488,basic,interrogative,dependent,singular,future,affirmative,Can you wait until the person finishes their future project?,10,correct
22489,22489,basic,interrogative,dependent,singular,future,affirmative,Should we meet where she will suggest we gather?,9,correct
22490,22490,basic,interrogative,dependent,singular,future,affirmative,Will your friend offer advice if someone comes to him?,10,correct
22492,22492,basic,interrogative,dependent,singular,future,affirmative,Will you reply to the message that she leaves tomorrow?,10,correct
22493,22493,basic,interrogative,dependent,singular,future,affirmative,Should we call her before the meeting which begins soon?,10,correct
22495,22495,basic,interrogative,dependent,singular,future,affirmative,Could a decision be made when the individual reaches out?,10,correct
22496,22496,basic,interrogative,dependent,singular,future,affirmative,Would the apology she sends be appreciated tomorrow?,8,correct
22497,22497,basic,interrogative,dependent,singular,future,affirmative,Will a response be required if he answers cheerfully later?,10,correct
22498,22498,basic,interrogative,dependent,singular,future,affirmative,Should his sister wait until he finishes his explanation?,9,correct
22499,22499,basic,interrogative,dependent,singular,future,affirmative,Can someone clarify when the instructions she sends will arrive?,10,correct
22500,22500,food,interrogative,independent,singular,present,affirmative,"Is this fruit ripe, or do you think it needs more time?",12,correct
22501,22501,food,interrogative,independent,singular,present,affirmative,"Should the soup be thicker, or is it the right consistency?",11,correct
22502,22502,food,interrogative,independent,singular,present,affirmative,"Does the bread smell fresh, or has it gone stale?",10,correct
22503,22503,food,interrogative,independent,singular,present,affirmative,"Will you drink milk for breakfast, or do you prefer tea?",11,correct
22504,22504,food,interrogative,independent,singular,present,affirmative,"Is the coffee too hot, or is it just right for you?",12,correct
22505,22505,food,interrogative,independent,singular,present,affirmative,"Can I have dessert first, or do we start with dinner?",11,correct
22507,22507,food,interrogative,independent,singular,present,affirmative,"Should I use olive oil, or is butter a better choice?",11,correct
22508,22508,food,interrogative,independent,singular,present,affirmative,"Is this smoothie healthy, or does it contain too much sugar?",11,correct
22509,22509,food,interrogative,independent,singular,present,affirmative,"Do you need more salt, or is it seasoned well already?",11,correct
22510,22510,food,interrogative,independent,singular,present,affirmative,"Do you enjoy organic vegetables, or do you prefer regular ones?",11,correct
22511,22511,food,interrogative,independent,singular,present,affirmative,"Does this pasta have enough sauce, or should I add more?",11,correct
22512,22512,food,interrogative,independent,singular,present,affirmative,"Is breakfast your favorite meal, or do you prefer dinner?",10,correct
22513,22513,food,interrogative,independent,singular,present,affirmative,"Are these cookies crunchy, or do they need more baking time?",11,correct
22514,22514,food,interrogative,independent,singular,present,affirmative,"Will cheese make this better, or is it good without it?",11,correct
22515,22515,food,interrogative,independent,singular,present,affirmative,"Would you skip lunch, or do you eat on busy days?",11,correct
22516,22516,food,interrogative,independent,singular,present,affirmative,"Do eggs make a good snack, or should I choose something sweet?",12,correct
22517,22517,food,interrogative,independent,singular,present,affirmative,"Is a vegan diet challenging, or has it been manageable for you?",12,correct
22518,22518,food,interrogative,independent,singular,present,affirmative,"Is oatmeal nutritious, or would you recommend another breakfast option?",10,correct
22519,22519,food,interrogative,independent,singular,present,affirmative,"Are smoothies filling enough, or should I have something extra with them?",12,correct
22560,22560,transport,declarative,independent,plural,past,affirmative,The trains were delayed so we missed our connection,9,correct
22562,22562,transport,declarative,independent,plural,past,affirmative,The ferries had left while the passengers waited by the docks,11,correct
22563,22563,transport,declarative,independent,plural,past,affirmative,Airplanes flew overhead because the skies were clear,8,correct
22564,22564,transport,declarative,independent,plural,past,affirmative,Buses used to stop for schoolchildren and commuters alike,9,correct
22566,22566,transport,declarative,independent,plural,past,affirmative,Trains moved swiftly yet the countryside seemed to stand still,10,correct
22568,22568,transport,declarative,independent,plural,past,affirmative,Planes flew lower when the weather became terrible,8,correct
22569,22569,transport,declarative,independent,plural,past,affirmative,The taxis offered rides if passengers carried no large luggage,10,correct
22570,22570,transport,declarative,independent,plural,past,affirmative,Rental bikes provided fun and the tourists enjoyed the city,10,correct
22571,22571,transport,declarative,independent,plural,past,affirmative,The drivers avoided the bridge because traffic had backed up,10,correct
22573,22573,transport,declarative,independent,plural,past,affirmative,Boats sailed smoothly while the crew steered carefully,8,correct
22575,22575,transport,declarative,independent,plural,past,affirmative,Handcarts sold snacks so the travelers stayed refreshed,8,correct
22576,22576,transport,declarative,independent,plural,past,affirmative,The cyclists felt exhausted because they had climbed many hills,10,correct
22577,22577,transport,declarative,independent,plural,past,affirmative,The vehicles arrived early so the workers had extra time,10,correct
22578,22578,transport,declarative,independent,plural,past,affirmative,Travelers explored new places when opportunities arose suddenly,8,correct
22579,22579,transport,declarative,independent,plural,past,affirmative,Minibuses offered cheap fares but they often ran late,9,correct
22600,22600,science,imperative,simple,singular,present,affirmative,Restart your laptop immediately,4,correct
22601,22601,science,imperative,simple,singular,present,affirmative,Save that file right now,5,correct
22602,22602,science,imperative,simple,singular,present,affirmative,Take a photograph of the stars,6,correct
22603,22603,science,imperative,simple,singular,present,affirmative,Measure the voltage carefully,4,correct
22604,22604,science,imperative,simple,singular,present,affirmative,Calculate the answer quickly,4,correct
22605,22605,science,imperative,simple,singular,present,affirmative,Increase the engine's speed slowly,5,correct
22606,22606,science,imperative,simple,singular,present,affirmative,Initiate the software update today,5,correct
22607,22607,science,imperative,simple,singular,present,affirmative,Observe the reaction closely,4,correct
22608,22608,science,imperative,simple,singular,present,affirmative,Charge your phone fully overnight,5,correct
22609,22609,science,imperative,simple,singular,present,affirmative,Test the hypothesis again,4,correct
22610,22610,science,imperative,simple,singular,present,affirmative,Analyze that data thoroughly,4,correct
22611,22611,science,imperative,simple,singular,present,affirmative,Switch on the microscope light,5,correct
22612,22612,science,imperative,simple,singular,present,affirmative,Launch the application swiftly,4,correct
22613,22613,science,imperative,simple,singular,present,affirmative,Power down your system carefully,5,correct
22614,22614,science,imperative,simple,singular,present,affirmative,Install this new program today,5,correct
22615,22615,science,imperative,simple,singular,present,affirmative,Replace that broken circuit board,5,correct
22616,22616,science,imperative,simple,singular,present,affirmative,Test the battery’s capacity now,5,correct
22617,22617,science,imperative,simple,singular,present,affirmative,Send the report via email tonight,6,correct
22618,22618,science,imperative,simple,singular,present,affirmative,Adjust the telescope's angle immediately,5,correct
22619,22619,science,imperative,simple,singular,present,affirmative,Debug this code completely today,5,correct
22620,22620,relationship,declarative,simple,singular,past,affirmative,He played soccer with his brother yesterday,7,correct
22621,22621,relationship,declarative,simple,singular,past,affirmative,My cousin visited our grandparents last weekend,7,correct
22622,22622,relationship,declarative,simple,singular,past,affirmative,Her mom cooked dinner every night,6,correct
22623,22623,relationship,declarative,simple,singular,past,affirmative,The baby cried all afternoon yesterday,6,correct
22624,22624,relationship,declarative,simple,singular,past,affirmative,He sang beautifully at the family reunion,7,correct
22625,22625,relationship,declarative,simple,singular,past,affirmative,You shared your toys with your friends,7,correct
22626,22626,relationship,declarative,simple,singular,past,affirmative,She laughed with her sister all evening,7,correct
22627,22627,relationship,declarative,simple,singular,past,affirmative,His father worked late last night,6,correct
22628,22628,relationship,declarative,simple,singular,past,affirmative,I watched movies with my family last Saturday,8,correct
22629,22629,relationship,declarative,simple,singular,past,affirmative,Your son did his homework before dinner,7,correct
22630,22630,relationship,declarative,simple,singular,past,affirmative,She told stories to her niece last night,8,correct
22631,22631,relationship,declarative,simple,singular,past,affirmative,He gave his sister a gift for her birthday,9,correct
22632,22632,relationship,declarative,simple,singular,past,affirmative,The child learned to swim this summer,7,correct
22633,22633,relationship,declarative,simple,singular,past,affirmative,His friend helped him move last weekend,7,correct
22634,22634,relationship,declarative,simple,singular,past,affirmative,Our daughter danced at the recital last evening,8,correct
22635,22635,relationship,declarative,simple,singular,past,affirmative,Her brother enjoyed the concert last night,7,correct
22636,22636,relationship,declarative,simple,singular,past,affirmative,I visited my parents during the holidays,7,correct
22637,22637,relationship,declarative,simple,singular,past,affirmative,The child loved playing with his new toys,8,correct
22638,22638,relationship,declarative,simple,singular,past,affirmative,Her uncle taught her to ride a bike,8,correct
22639,22639,relationship,declarative,simple,singular,past,affirmative,His aunt baked cookies for us yesterday,7,correct
22640,22640,health,interrogative,independent,plural,present,affirmative,"Are they taking their medications properly, or are they forgetting entirely?",11,correct
22642,22642,health,interrogative,independent,plural,present,affirmative,"Are your daily habits promoting good sleep, or do they disrupt rest?",12,correct
22643,22643,health,interrogative,independent,plural,present,affirmative,"Can breathing techniques reduce stress, or do they increase anxiety for some?",12,correct
22644,22644,health,interrogative,independent,plural,present,affirmative,"Can support groups improve moods, or do they sometimes overwhelm participants?",11,correct
22645,22645,health,interrogative,independent,plural,present,affirmative,"Can regular check-ups prevent illness, and do they catch issues early?",11,correct
22647,22647,health,interrogative,independent,plural,present,affirmative,"Should these therapists offer new strategies, while they challenge the old ones?",12,correct
22648,22648,health,interrogative,independent,plural,present,affirmative,"Do regular visits promote fitness, yet reveal areas needing improvement?",10,correct
22649,22649,health,interrogative,independent,plural,present,affirmative,"Are friends discussing mental health, or are they avoiding tough conversations?",11,correct
22650,22650,health,interrogative,independent,plural,present,affirmative,"Do these vitamins strengthen bones, while boosting overall health efficiently?",10,correct
22651,22651,health,interrogative,independent,plural,present,affirmative,"Will herbal teas soothe minds, or can they induce drowsiness instead?",11,correct
22653,22653,health,interrogative,independent,plural,present,affirmative,"Will daily walks alleviate depression, or do weather changes affect them?",11,correct
22654,22654,health,interrogative,independent,plural,present,affirmative,"Do workout routines need adjustments, or are they effective as they are?",12,correct
22655,22655,health,interrogative,independent,plural,present,affirmative,"Can books about well-being inspire change, yet bore certain readers quickly?",11,correct
22656,22656,health,interrogative,independent,plural,present,affirmative,"Do digital detoxes improve sleep quality, or do they complicate schedules more?",12,correct
22657,22657,health,interrogative,independent,plural,present,affirmative,"Will meditation calm nerves successfully, despite distractions in their environment?",10,correct
22658,22658,health,interrogative,independent,plural,present,affirmative,"Do these symptoms imply allergies, or could stress levels be affecting health?",12,correct
22659,22659,health,interrogative,independent,plural,present,affirmative,"Could different therapies enhance moods, or are medications more reliable here?",11,correct
22660,22660,work,interrogative,independent,plural,future,affirmative,Will students learn faster because they will use new methods?,10,correct
22661,22661,work,interrogative,independent,plural,future,affirmative,Will professors teach more courses or will they have fewer?,10,correct
22662,22662,work,interrogative,independent,plural,future,affirmative,"Will employees adapt quickly, or will they struggle with changes?",10,correct
22663,22663,work,interrogative,independent,plural,future,affirmative,"Will graduates find jobs easily, or will they face difficulties?",10,correct
22664,22664,work,interrogative,independent,plural,future,affirmative,"Will freelancers take on projects, or will they prefer stability?",10,correct
22665,22665,work,interrogative,independent,plural,future,affirmative,Will teams collaborate efficiently when they use advanced tools?,9,correct
22666,22666,work,interrogative,independent,plural,future,affirmative,Will teachers introduce new topics if they attend workshops?,9,correct
22667,22667,work,interrogative,independent,plural,future,affirmative,Will leaders foster innovation because they value fresh ideas?,9,correct
22668,22668,work,interrogative,independent,plural,future,affirmative,Will interns gain experience while they work part-time roles?,9,correct
22669,22669,work,interrogative,independent,plural,future,affirmative,Will students apply knowledge from courses if exams are updated?,10,correct
22670,22670,work,interrogative,independent,plural,future,affirmative,Will people pursue advanced degrees when job opportunities grow?,9,correct
22672,22672,work,interrogative,independent,plural,future,affirmative,"Will committees meet frequently, or will they choose monthly gatherings?",10,correct
22673,22673,work,interrogative,independent,plural,future,affirmative,Will workers improve skills because they attend training sessions?,9,correct
22675,22675,work,interrogative,independent,plural,future,affirmative,Will participants engage more actively when meetings are interactive?,9,correct
22676,22676,work,interrogative,independent,plural,future,affirmative,"Will companies invest in growth, or will they prioritize stability?",10,correct
22677,22677,work,interrogative,independent,plural,future,affirmative,Will mentors provide guidance because mentees seek career advice?,9,correct
22678,22678,work,interrogative,independent,plural,future,affirmative,Will apprentices learn efficiently when supervisors offer guidance?,8,correct
22679,22679,work,interrogative,independent,plural,future,affirmative,Will industries expand rapidly if economies remain stable?,8,correct
22720,22720,relationship,declarative,independent,singular,future,affirmative,I will visit my sister because she will need my help,11,correct
22722,22722,relationship,declarative,independent,singular,future,affirmative,His brother will play the piano while she will dance,10,correct
22723,22723,relationship,declarative,independent,singular,future,affirmative,My dad will finish work early so we will have dinner together,12,correct
22724,22724,relationship,declarative,independent,singular,future,affirmative,"Her best friend will move, but they will stay in contact",11,correct
22725,22725,relationship,declarative,independent,singular,future,affirmative,The teacher will explain where the kids will present their project,11,correct
22726,22726,relationship,declarative,independent,singular,future,affirmative,"His mother will bake a cake, and her son will decorate it",12,correct
22729,22729,relationship,declarative,independent,singular,future,affirmative,"A father will tell stories, so his child will have sweet dreams",12,correct
22731,22731,relationship,declarative,independent,singular,future,affirmative,"My partner will cook dinner, but I will do the dishes",11,correct
22734,22734,relationship,declarative,independent,singular,future,affirmative,"His sibling will study hard, for the test will be challenging",11,correct
22735,22735,relationship,declarative,independent,singular,future,affirmative,The couple will argue yet they will still solve their problems,11,correct
22738,22738,relationship,declarative,independent,singular,future,affirmative,"Your sister will learn to drive, or I will teach her myself",12,correct
22739,22739,relationship,declarative,independent,singular,future,affirmative,"That little boy will sing joyfully, and he will brighten everyone's day",12,correct
22740,22740,science,imperative,preposition,plural,present,affirmative,Begin with the experiment in the laboratory,7,correct
22741,22741,science,imperative,preposition,plural,present,affirmative,Assemble the components inside the toolkit carefully,7,correct
22742,22742,science,imperative,preposition,plural,present,affirmative,Send the files through the secure server today,8,correct
22743,22743,science,imperative,preposition,plural,present,affirmative,Analyze the data on the chart right now,8,correct
22744,22744,science,imperative,preposition,plural,present,affirmative,Enter the research details within the document promptly,8,correct
22745,22745,science,imperative,preposition,plural,present,affirmative,Install these updates on every system immediately,7,correct
22746,22746,science,imperative,preposition,plural,present,affirmative,Adjust the mirrors on the telescopes precisely,7,correct
22747,22747,science,imperative,preposition,plural,present,affirmative,Connect the devices to the main network quickly,8,correct
22748,22748,science,imperative,preposition,plural,present,affirmative,Organize the reports within those folders neatly,7,correct
22749,22749,science,imperative,preposition,plural,present,affirmative,Reboot the servers in the data center first,8,correct
22750,22750,science,imperative,preposition,plural,present,affirmative,Charge the gadgets with these portable chargers soon,8,correct
22751,22751,science,imperative,preposition,plural,present,affirmative,Test the samples at different temperatures in the chamber,9,correct
22752,22752,science,imperative,preposition,plural,present,affirmative,Attach these sensors underneath the main panel at once,9,correct
22753,22753,science,imperative,preposition,plural,present,affirmative,Measure the angles with precision using that tool,8,correct
22754,22754,science,imperative,preposition,plural,present,affirmative,Calibrate all instruments inside that lab accurately,7,correct
22756,22756,science,imperative,preposition,plural,present,affirmative,Submit the findings on the platform after class today,9,correct
22757,22757,science,imperative,preposition,plural,present,affirmative,Balance these equations on your worksheets carefully,7,correct
22758,22758,science,imperative,preposition,plural,present,affirmative,Study the diagrams at home for additional clarity,8,correct
22759,22759,science,imperative,preposition,plural,present,affirmative,Alter the settings under each tab for optimal performance,9,correct
22780,22780,housing,interrogative,dependent,plural,past,affirmative,Did the workers who fixed the roof complete everything yesterday?,10,correct
22781,22781,housing,interrogative,dependent,plural,past,affirmative,Were the carpets that covered the floors cleaned last night?,10,correct
22782,22782,housing,interrogative,dependent,plural,past,affirmative,Have the new shelves that you bought been installed yet?,10,correct
22783,22783,housing,interrogative,dependent,plural,past,affirmative,Did the painters who came last week finish both bathrooms?,10,correct
22784,22784,housing,interrogative,dependent,plural,past,affirmative,Were the tenants whose leases ended moved out by morning?,10,correct
22786,22786,housing,interrogative,dependent,plural,past,affirmative,Were the electricians who fixed the wiring paid by you?,10,correct
22788,22788,housing,interrogative,dependent,plural,past,affirmative,Did the gardeners who maintained the lawn leave any tools behind?,11,correct
22790,22790,housing,interrogative,dependent,plural,past,affirmative,Did the friends who helped with painting enjoy their time?,10,correct
22791,22791,housing,interrogative,dependent,plural,past,affirmative,Were the walls that were damaged painted last weekend as planned?,11,correct
22792,22792,housing,interrogative,dependent,plural,past,affirmative,Did the movers that transported the furniture arrive safely yesterday?,10,correct
22793,22793,housing,interrogative,dependent,plural,past,affirmative,Have the contractors who updated the kitchen given you a receipt?,11,correct
22794,22794,housing,interrogative,dependent,plural,past,affirmative,Were the rooms that needed organizing sorted out yesterday?,9,correct
22797,22797,housing,interrogative,dependent,plural,past,affirmative,Did the cats whose beds were in the living room sleep better?,12,correct
22798,22798,housing,interrogative,dependent,plural,past,affirmative,Were the appliances that malfunctioned last week repaired on Monday?,10,correct
22799,22799,housing,interrogative,dependent,plural,past,affirmative,Have the ceilings that seemed low been raised as discussed?,10,correct
22820,22820,nature,imperative,dependent,plural,future,affirmative,Take care of the plants that will bloom in the spring,11,correct
22821,22821,nature,imperative,dependent,plural,future,affirmative,Watch the clouds that will blanket the highest mountains later today,11,correct
22822,22822,nature,imperative,dependent,plural,future,affirmative,Observe how the rivers will flow when the rains come,10,correct
22824,22824,nature,imperative,dependent,plural,future,affirmative,Guard the nests where the eagles will raise their young,10,correct
22825,22825,nature,imperative,dependent,plural,future,affirmative,Let the deer that roam these forests live without fear,10,correct
22826,22826,nature,imperative,dependent,plural,future,affirmative,Protect the coral reefs that will host numerous sea creatures,10,correct
22827,22827,nature,imperative,dependent,plural,future,affirmative,Build the shelters where the bears will hibernate during winter,10,correct
22828,22828,nature,imperative,dependent,plural,future,affirmative,Cultivate the fields that will become lush with crops soon,10,correct
22829,22829,nature,imperative,dependent,plural,future,affirmative,Allow the wind that dances among the trees to carry stories,11,correct
